Unnamed: 0,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance
664,34,EMP_1,GRA_0,1500000,4,0,FRE_1,EVE_1,1
470,28,EMP_1,GRA_0,1300000,2,1,FRE_0,EVE_0,0
904,28,EMP_0,GRA_0,300000,6,0,FRE_0,EVE_0,0
1949,34,EMP_1,GRA_0,700000,6,0,FRE_0,EVE_0,1
802,30,EMP_1,GRA_1,550000,5,1,FRE_0,EVE_0,1
1567,33,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1,1
94,34,EMP_1,GRA_0,1300000,4,0,FRE_0,EVE_0,0
1704,26,EMP_1,GRA_0,1400000,3,1,FRE_0,EVE_1,0
1072,31,EMP_0,GRA_0,400000,6,0,FRE_0,EVE_0,0
1842,34,EMP_1,GRA_0,700000,4,1,FRE_1,EVE_0,0
1575,30,EMP_1,GRA_1,550000,3,0,FRE_0,EVE_0,0
588,35,EMP_1,GRA_1,800000,6,0,FRE_0,EVE_0,1
505,28,EMP_1,GRA_0,800000,4,0,FRE_0,EVE_0,0
1535,33,EMP_0,GRA_0,650000,5,0,FRE_1,EVE_0,1
1564,30,EMP_1,GRA_1,550000,5,0,FRE_0,EVE_0,0
688,33,EMP_0,GRA_0,400000,5,1,FRE_0,EVE_0,0
1251,28,EMP_1,GRA_0,500000,5,1,FRE_0,EVE_0,1
295,28,EMP_1,GRA_0,550000,5,0,FRE_0,EVE_0,0
329,28,EMP_1,GRA_0,1100000,8,0,FRE_0,EVE_0,0
1955,33,EMP_0,GRA_0,1750000,4,0,FRE_0,EVE_0,0
1428,34,EMP_1,GRA_0,1300000,7,0,FRE_0,EVE_0,1
1152,28,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0,0
860,34,EMP_1,GRA_0,1000000,4,1,FRE_0,EVE_0,0
672,27,EMP_0,GRA_0,1050000,2,1,FRE_0,EVE_0,0
719,34,EMP_1,GRA_1,1300000,4,0,FRE_0,EVE_0,0
1938,34,EMP_1,GRA_1,1400000,4,0,FRE_0,EVE_1,0
330,35,EMP_1,GRA_1,800000,4,0,FRE_0,EVE_0,0
17,28,EMP_1,GRA_0,800000,7,0,FRE_0,EVE_0,1
1263,28,EMP_0,GRA_0,600000,7,1,FRE_0,EVE_0,0
1059,32,EMP_0,GRA_0,350000,4,0,FRE_0,EVE_0,0
662,26,EMP_1,GRA_0,500000,6,0,FRE_0,EVE_0,0
787,34,EMP_1,GRA_0,1000000,4,0,FRE_0,EVE_0,0
914,32,EMP_0,GRA_0,800000,6,1,FRE_0,EVE_0,0
226,34,EMP_0,GRA_0,1300000,9,1,FRE_0,EVE_0,1
74,28,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_0,0
745,28,EMP_0,GRA_0,600000,3,0,FRE_1,EVE_0,0
999,34,EMP_1,GRA_0,1300000,6,0,FRE_0,EVE_0,1
506,28,EMP_1,GRA_0,600000,6,0,FRE_0,EVE_0,0
1776,29,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0,0
599,34,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_0,0
1456,25,EMP_1,GRA_1,1700000,3,0,FRE_1,EVE_0,1
995,27,EMP_0,GRA_0,850000,5,0,FRE_0,EVE_0,0
1244,25,EMP_1,GRA_1,1150000,3,1,FRE_0,EVE_1,0
1141,33,EMP_1,GRA_0,750000,4,1,FRE_0,EVE_0,0
1601,28,EMP_1,GRA_0,1250000,4,1,FRE_0,EVE_0,0
1889,31,EMP_0,GRA_0,1300000,6,0,FRE_0,EVE_0,0
277,31,EMP_1,GRA_0,950000,7,0,FRE_1,EVE_0,0
1871,34,EMP_1,GRA_0,1500000,4,0,FRE_1,EVE_1,1
117,31,EMP_0,GRA_0,400000,5,0,FRE_0,EVE_0,0
491,28,EMP_1,GRA_0,1100000,4,1,FRE_0,EVE_0,1
1003,31,EMP_1,GRA_0,1250000,5,1,FRE_0,EVE_0,0
156,28,EMP_1,GRA_0,900000,4,0,FRE_1,EVE_0,0
249,28,EMP_1,GRA_0,1150000,5,0,FRE_0,EVE_0,0
1487,32,EMP_0,GRA_0,350000,3,0,FRE_0,EVE_0,0
420,34,EMP_1,GRA_0,1050000,5,0,FRE_0,EVE_0,0
641,34,EMP_1,GRA_0,700000,5,1,FRE_0,EVE_1,0
359,25,EMP_1,GRA_1,1150000,3,0,FRE_0,EVE_0,0
821,34,EMP_1,GRA_0,1000000,4,1,FRE_0,EVE_0,1
1409,28,EMP_1,GRA_0,1200000,3,0,FRE_0,EVE_0,1
827,32,EMP_0,GRA_0,850000,7,1,FRE_0,EVE_0,1
1488,28,EMP_1,GRA_0,700000,4,0,FRE_0,EVE_0,0
1598,32,EMP_0,GRA_0,650000,5,1,FRE_0,EVE_0,0
1669,26,EMP_1,GRA_0,500000,5,1,FRE_0,EVE_0,1
761,26,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1,1
192,28,EMP_1,GRA_0,800000,4,1,FRE_0,EVE_1,0
54,29,EMP_1,GRA_0,1200000,7,0,FRE_0,EVE_0,0
95,26,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1,1
1810,27,EMP_1,GRA_1,350000,4,0,FRE_0,EVE_0,0
1120,31,EMP_0,GRA_1,300000,4,0,FRE_0,EVE_0,0
1808,28,EMP_1,GRA_0,500000,4,1,FRE_0,EVE_0,0
967,29,EMP_1,GRA_0,900000,5,0,FRE_0,EVE_0,0
107,34,EMP_1,GRA_0,850000,3,1,FRE_0,EVE_1,0
1412,26,EMP_1,GRA_0,500000,4,1,FRE_0,EVE_0,1
1753,33,EMP_0,GRA_0,600000,7,0,FRE_0,EVE_0,1
958,27,EMP_1,GRA_1,350000,5,1,FRE_0,EVE_0,0
1013,25,EMP_1,GRA_1,600000,4,0,FRE_1,EVE_0,0
1351,28,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0,0
1764,32,EMP_0,GRA_0,900000,5,0,FRE_1,EVE_0,0
1307,28,EMP_1,GRA_0,900000,3,0,FRE_0,EVE_0,0
1315,25,EMP_1,GRA_1,1150000,3,0,FRE_0,EVE_0,0
132,28,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0,0
550,34,EMP_1,GRA_0,1050000,5,0,FRE_0,EVE_0,0
1357,30,EMP_1,GRA_1,550000,7,0,FRE_0,EVE_0,0
1271,25,EMP_1,GRA_0,500000,4,1,FRE_0,EVE_0,1
1226,34,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1,1
1915,28,EMP_1,GRA_0,800000,5,0,FRE_0,EVE_0,0
1032,32,EMP_0,GRA_0,850000,3,0,FRE_0,EVE_0,1
826,28,EMP_1,GRA_0,1150000,3,0,FRE_1,EVE_0,0
1728,26,EMP_1,GRA_0,500000,6,0,FRE_0,EVE_0,0
594,33,EMP_1,GRA_0,550000,5,0,FRE_1,EVE_0,0
440,34,EMP_1,GRA_0,1000000,4,0,FRE_0,EVE_0,1
1717,34,EMP_1,GRA_0,1500000,5,1,FRE_1,EVE_1,1
683,28,EMP_1,GRA_0,750000,4,0,FRE_0,EVE_0,0
1709,28,EMP_1,GRA_0,1200000,6,1,FRE_0,EVE_0,0
1429,32,EMP_0,GRA_0,650000,3,0,FRE_0,EVE_0,1
634,34,EMP_1,GRA_1,1300000,4,0,FRE_0,EVE_0,0
1314,31,EMP_1,GRA_0,1400000,6,0,FRE_0,EVE_1,1
1552,28,EMP_1,GRA_0,750000,2,0,FRE_0,EVE_0,1
435,34,EMP_1,GRA_0,1500000,4,1,FRE_1,EVE_1,1
466,28,EMP_1,GRA_0,550000,4,0,FRE_0,EVE_0,0
738,28,EMP_1,GRA_0,800000,7,0,FRE_1,EVE_0,0
1682,30,EMP_1,GRA_1,800000,3,0,FRE_0,EVE_0,0
92,28,EMP_1,GRA_0,1150000,5,0,FRE_0,EVE_0,0
1673,28,EMP_1,GRA_0,700000,3,0,FRE_0,EVE_0,0
690,33,EMP_1,GRA_0,1400000,8,0,FRE_0,EVE_1,0
1891,28,EMP_1,GRA_0,800000,7,1,FRE_0,EVE_0,1
1758,26,EMP_0,GRA_0,500000,6,0,FRE_0,EVE_0,0
598,35,EMP_1,GRA_1,800000,6,0,FRE_1,EVE_0,1
269,27,EMP_1,GRA_1,800000,5,0,FRE_0,EVE_0,0
233,31,EMP_0,GRA_0,1200000,6,1,FRE_0,EVE_0,0
1596,31,EMP_0,GRA_1,400000,3,0,FRE_0,EVE_0,0
1686,28,EMP_1,GRA_0,800000,6,0,FRE_0,EVE_1,0
748,28,EMP_1,GRA_0,650000,5,0,FRE_0,EVE_1,0
1037,29,EMP_1,GRA_0,900000,7,0,FRE_0,EVE_0,1
174,34,EMP_1,GRA_0,700000,6,0,FRE_1,EVE_0,1
1917,34,EMP_1,GRA_1,1300000,4,0,FRE_0,EVE_0,1
1792,34,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1,1
1881,34,EMP_1,GRA_0,1300000,4,0,FRE_0,EVE_0,1
1284,33,EMP_0,GRA_0,400000,5,0,FRE_0,EVE_0,0
1418,30,EMP_1,GRA_1,800000,4,0,FRE_0,EVE_0,1
1369,34,EMP_1,GRA_1,750000,4,0,FRE_1,EVE_0,0
309,33,EMP_0,GRA_0,650000,4,0,FRE_0,EVE_0,1
207,31,EMP_0,GRA_1,350000,3,0,FRE_0,EVE_0,0
771,29,EMP_1,GRA_0,500000,7,0,FRE_0,EVE_0,1
1514,34,EMP_1,GRA_0,1000000,6,1,FRE_0,EVE_0,1
379,27,EMP_1,GRA_1,1550000,6,0,FRE_1,EVE_0,1
913,31,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1,1
878,26,EMP_1,GRA_0,600000,4,0,FRE_0,EVE_0,0
1590,30,EMP_1,GRA_1,550000,5,0,FRE_1,EVE_0,0
1520,28,EMP_0,GRA_0,600000,4,1,FRE_0,EVE_0,0
728,28,EMP_1,GRA_0,1250000,6,0,FRE_0,EVE_1,0
1300,31,EMP_0,GRA_0,1200000,6,0,FRE_0,EVE_0,0
53,28,EMP_0,GRA_0,300000,2,0,FRE_0,EVE_0,0
858,27,EMP_0,GRA_0,1050000,5,0,FRE_1,EVE_0,0
419,25,EMP_1,GRA_1,1150000,4,0,FRE_0,EVE_0,0
844,33,EMP_0,GRA_0,1100000,2,0,FRE_0,EVE_0,0
1972,28,EMP_1,GRA_0,800000,5,1,FRE_0,EVE_0,0
1387,30,EMP_1,GRA_1,650000,6,1,FRE_0,EVE_0,1
366,28,EMP_0,GRA_0,300000,3,0,FRE_0,EVE_0,0
1248,28,EMP_1,GRA_0,1200000,5,0,FRE_0,EVE_0,0
1472,28,EMP_1,GRA_0,1200000,5,0,FRE_0,EVE_0,0
1179,27,EMP_0,GRA_0,500000,6,0,FRE_0,EVE_0,0
56,28,EMP_1,GRA_0,550000,3,0,FRE_0,EVE_0,1
467,26,EMP_0,GRA_0,500000,5,0,FRE_0,EVE_0,0
436,28,EMP_1,GRA_0,1200000,4,1,FRE_0,EVE_1,0
1620,27,EMP_0,GRA_0,850000,4,1,FRE_0,EVE_0,0
1496,28,EMP_1,GRA_0,750000,4,0,FRE_0,EVE_0,0
260,26,EMP_1,GRA_0,1400000,3,1,FRE_0,EVE_1,1
236,26,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1,1
1528,28,EMP_1,GRA_0,750000,2,0,FRE_0,EVE_0,0
1393,33,EMP_0,GRA_0,1000000,4,0,FRE_1,EVE_1,0
1110,29,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_1,0
1884,28,EMP_0,GRA_0,1200000,4,0,FRE_0,EVE_0,1
753,33,EMP_0,GRA_0,1100000,4,1,FRE_0,EVE_0,0
1648,28,EMP_1,GRA_0,1100000,5,0,FRE_0,EVE_0,0
887,28,EMP_0,GRA_0,600000,4,0,FRE_0,EVE_0,0
509,28,EMP_1,GRA_0,1450000,6,0,FRE_1,EVE_1,1
448,33,EMP_1,GRA_0,1500000,4,1,FRE_1,EVE_1,1
553,33,EMP_1,GRA_0,1400000,5,0,FRE_1,EVE_1,0
949,29,EMP_1,GRA_0,1200000,3,1,FRE_0,EVE_1,1
647,34,EMP_1,GRA_1,1300000,5,0,FRE_1,EVE_0,1
970,27,EMP_1,GRA_1,450000,7,0,FRE_0,EVE_0,0
678,25,EMP_1,GRA_0,1700000,4,0,FRE_1,EVE_0,1
618,31,EMP_1,GRA_0,1650000,2,0,FRE_1,EVE_0,1
691,31,EMP_1,GRA_0,950000,3,0,FRE_1,EVE_0,0
652,33,EMP_0,GRA_0,800000,6,0,FRE_0,EVE_0,1
90,27,EMP_0,GRA_0,1050000,3,0,FRE_0,EVE_0,0
1346,29,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0,0
517,31,EMP_1,GRA_0,1250000,5,0,FRE_0,EVE_0,1
1142,27,EMP_0,GRA_0,750000,6,0,FRE_0,EVE_0,0
1297,28,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0,0
809,30,EMP_1,GRA_1,1450000,5,1,FRE_1,EVE_1,1
1773,28,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0,0
1719,25,EMP_1,GRA_0,1700000,3,0,FRE_1,EVE_0,1
1148,28,EMP_1,GRA_0,700000,5,0,FRE_1,EVE_0,0
352,31,EMP_1,GRA_0,1350000,6,0,FRE_0,EVE_1,1
1723,32,EMP_0,GRA_0,800000,6,0,FRE_1,EVE_0,0
1100,27,EMP_1,GRA_1,450000,3,0,FRE_0,EVE_0,1
140,28,EMP_1,GRA_0,550000,4,1,FRE_0,EVE_0,0
1838,28,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_1,0
99,29,EMP_0,GRA_0,600000,3,0,FRE_0,EVE_0,0
842,29,EMP_1,GRA_0,1100000,3,0,FRE_0,EVE_0,0
124,32,EMP_0,GRA_0,350000,4,1,FRE_0,EVE_0,0
1942,28,EMP_1,GRA_0,900000,5,0,FRE_0,EVE_0,0
1283,28,EMP_1,GRA_0,900000,2,0,FRE_1,EVE_0,0
106,34,EMP_1,GRA_0,1300000,3,0,FRE_0,EVE_0,0
1583,28,EMP_0,GRA_0,300000,6,0,FRE_0,EVE_0,0
1512,28,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0,0
1894,28,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_0,0
223,30,EMP_1,GRA_1,650000,3,0,FRE_0,EVE_0,0
1498,33,EMP_0,GRA_0,600000,4,0,FRE_0,EVE_0,0
1020,25,EMP_1,GRA_1,1150000,4,0,FRE_0,EVE_0,0
656,31,EMP_1,GRA_0,500000,6,1,FRE_0,EVE_0,0
145,28,EMP_1,GRA_0,1150000,6,0,FRE_0,EVE_0,0
542,27,EMP_1,GRA_1,600000,4,0,FRE_1,EVE_0,0
133,25,EMP_1,GRA_0,1750000,4,0,FRE_0,EVE_1,1
710,26,EMP_0,GRA_0,1450000,3,1,FRE_1,EVE_1,1
1588,31,EMP_1,GRA_0,900000,5,1,FRE_1,EVE_0,0
890,33,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1,1
1446,29,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0,1
1708,26,EMP_1,GRA_0,1250000,3,1,FRE_0,EVE_0,1
597,34,EMP_1,GRA_0,1000000,4,0,FRE_0,EVE_0,0
1877,28,EMP_1,GRA_0,1100000,7,0,FRE_1,EVE_0,0
1511,26,EMP_1,GRA_0,1300000,5,0,FRE_0,EVE_0,0
926,34,EMP_1,GRA_0,700000,5,0,FRE_0,EVE_0,1
452,34,EMP_1,GRA_0,1300000,4,1,FRE_0,EVE_0,1
102,29,EMP_1,GRA_0,500000,3,1,FRE_0,EVE_0,0
1075,32,EMP_0,GRA_0,650000,5,0,FRE_1,EVE_0,0
1185,33,EMP_0,GRA_0,400000,4,0,FRE_0,EVE_0,0
1067,34,EMP_1,GRA_0,700000,4,0,FRE_1,EVE_0,1
381,29,EMP_1,GRA_0,1200000,5,0,FRE_0,EVE_0,0
333,31,EMP_1,GRA_0,1400000,6,1,FRE_0,EVE_1,0
648,28,EMP_1,GRA_0,800000,4,0,FRE_0,EVE_0,0
413,25,EMP_1,GRA_0,1700000,5,0,FRE_1,EVE_0,1
1259,33,EMP_0,GRA_0,400000,6,0,FRE_0,EVE_0,1
1397,28,EMP_1,GRA_0,900000,9,1,FRE_0,EVE_1,0
1769,29,EMP_1,GRA_0,1050000,5,0,FRE_0,EVE_0,0
774,28,EMP_1,GRA_0,800000,5,0,FRE_1,EVE_0,0
591,25,EMP_1,GRA_1,1150000,3,1,FRE_0,EVE_0,0
1642,31,EMP_1,GRA_0,1250000,7,0,FRE_0,EVE_0,0
1925,33,EMP_0,GRA_0,400000,5,0,FRE_0,EVE_0,0
861,30,EMP_1,GRA_1,1450000,3,1,FRE_1,EVE_1,1
392,31,EMP_1,GRA_0,950000,4,1,FRE_0,EVE_0,1
241,35,EMP_1,GRA_1,800000,6,0,FRE_0,EVE_0,1
1537,29,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0,1
938,28,EMP_0,GRA_0,1200000,8,0,FRE_1,EVE_0,1
1874,29,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0,0
1084,29,EMP_1,GRA_0,1050000,4,0,FRE_0,EVE_0,0
1017,28,EMP_0,GRA_0,300000,3,1,FRE_0,EVE_0,0
663,32,EMP_0,GRA_0,800000,6,1,FRE_0,EVE_0,1
637,34,EMP_1,GRA_0,1300000,5,1,FRE_0,EVE_0,0
996,31,EMP_1,GRA_0,1400000,4,0,FRE_1,EVE_1,1
1500,25,EMP_1,GRA_0,1750000,3,0,FRE_0,EVE_1,1
1599,27,EMP_0,GRA_0,850000,3,0,FRE_0,EVE_0,0
1243,33,EMP_0,GRA_0,700000,6,1,FRE_0,EVE_0,1
1352,31,EMP_0,GRA_0,400000,5,0,FRE_0,EVE_0,0
264,29,EMP_1,GRA_0,350000,9,1,FRE_0,EVE_0,0
1132,34,EMP_0,GRA_0,1300000,4,0,FRE_0,EVE_0,1
692,31,EMP_0,GRA_1,300000,6,0,FRE_0,EVE_0,0
813,30,EMP_1,GRA_1,550000,3,0,FRE_0,EVE_0,0
665,28,EMP_1,GRA_0,1250000,6,0,FRE_1,EVE_0,0
1232,31,EMP_0,GRA_1,350000,4,1,FRE_0,EVE_0,0
1865,26,EMP_1,GRA_0,1400000,6,0,FRE_0,EVE_1,1
311,34,EMP_1,GRA_0,1500000,7,0,FRE_1,EVE_1,1
1479,25,EMP_1,GRA_0,1400000,7,0,FRE_0,EVE_1,1
388,28,EMP_1,GRA_0,550000,5,0,FRE_0,EVE_0,0
357,34,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0,0
527,28,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_0,0
1103,34,EMP_1,GRA_0,1050000,5,1,FRE_0,EVE_0,0
302,34,EMP_1,GRA_0,700000,6,0,FRE_0,EVE_0,1
1738,29,EMP_1,GRA_0,1200000,8,0,FRE_1,EVE_0,0
1663,28,EMP_1,GRA_0,1250000,3,0,FRE_0,EVE_0,0
1650,25,EMP_1,GRA_0,1800000,4,1,FRE_1,EVE_0,1
1640,26,EMP_1,GRA_0,600000,6,0,FRE_0,EVE_0,0
293,31,EMP_1,GRA_0,1250000,3,0,FRE_0,EVE_0,1
1862,28,EMP_1,GRA_0,550000,5,0,FRE_0,EVE_0,0
1566,34,EMP_1,GRA_0,1500000,3,1,FRE_1,EVE_1,1
93,33,EMP_0,GRA_0,700000,7,0,FRE_1,EVE_0,1
670,28,EMP_1,GRA_0,800000,4,1,FRE_0,EVE_0,0
447,29,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0,0
948,29,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0,0
1904,28,EMP_1,GRA_0,700000,7,0,FRE_1,EVE_0,0
777,27,EMP_0,GRA_0,500000,5,0,FRE_0,EVE_0,0
1631,33,EMP_0,GRA_0,1000000,3,0,FRE_0,EVE_0,0
18,29,EMP_1,GRA_0,1050000,5,1,FRE_0,EVE_0,1
1831,31,EMP_0,GRA_1,350000,4,1,FRE_0,EVE_0,0
969,31,EMP_1,GRA_0,900000,3,0,FRE_0,EVE_0,0
1077,27,EMP_0,GRA_0,1050000,4,0,FRE_0,EVE_0,0
798,34,EMP_0,GRA_0,1300000,5,1,FRE_0,EVE_0,1
1861,34,EMP_1,GRA_0,1050000,5,0,FRE_1,EVE_0,0
1451,25,EMP_1,GRA_1,1150000,4,1,FRE_0,EVE_0,0
1227,29,EMP_1,GRA_0,1050000,7,0,FRE_0,EVE_0,0
695,28,EMP_1,GRA_0,1150000,7,0,FRE_0,EVE_0,0
167,31,EMP_0,GRA_0,400000,3,0,FRE_0,EVE_0,0
973,26,EMP_1,GRA_0,1500000,4,0,FRE_1,EVE_1,1
387,28,EMP_0,GRA_0,300000,5,0,FRE_0,EVE_0,0
1613,28,EMP_1,GRA_0,550000,4,0,FRE_1,EVE_0,0
1485,34,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0,0
265,27,EMP_0,GRA_0,850000,6,0,FRE_1,EVE_0,0
1424,31,EMP_0,GRA_0,400000,9,0,FRE_0,EVE_0,0
1431,25,EMP_1,GRA_1,1150000,6,0,FRE_0,EVE_0,1
400,29,EMP_1,GRA_0,1200000,4,0,FRE_1,EVE_0,0
1533,33,EMP_0,GRA_0,600000,8,0,FRE_0,EVE_0,1
562,33,EMP_0,GRA_0,1000000,4,0,FRE_0,EVE_1,0
1760,34,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1,1
1757,25,EMP_1,GRA_1,1150000,7,0,FRE_0,EVE_0,0
1458,28,EMP_1,GRA_0,800000,4,0,FRE_0,EVE_0,0
1856,26,EMP_1,GRA_0,600000,3,0,FRE_1,EVE_0,0
1247,26,EMP_1,GRA_0,500000,7,0,FRE_0,EVE_0,0
1906,28,EMP_1,GRA_0,1450000,6,0,FRE_1,EVE_1,1
1130,28,EMP_1,GRA_0,550000,5,0,FRE_1,EVE_0,0
957,28,EMP_1,GRA_0,500000,5,1,FRE_0,EVE_0,0
361,29,EMP_1,GRA_0,1350000,4,0,FRE_0,EVE_1,1
458,26,EMP_1,GRA_0,750000,3,1,FRE_0,EVE_0,0
1168,28,EMP_0,GRA_0,600000,3,0,FRE_0,EVE_0,0
1275,29,EMP_1,GRA_0,600000,6,0,FRE_0,EVE_0,0
1863,34,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0,0
1126,29,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0,0
1875,26,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1,1
126,32,EMP_0,GRA_0,800000,5,0,FRE_1,EVE_0,0
356,34,EMP_1,GRA_0,1000000,4,0,FRE_0,EVE_0,0
851,28,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0,1
1868,25,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1,1
535,31,EMP_1,GRA_0,1350000,5,0,FRE_0,EVE_1,1
488,28,EMP_0,GRA_0,300000,3,0,FRE_0,EVE_0,0
1733,31,EMP_0,GRA_1,300000,5,0,FRE_0,EVE_0,0
1893,32,EMP_0,GRA_0,850000,4,1,FRE_0,EVE_0,0
850,32,EMP_0,GRA_0,850000,4,0,FRE_1,EVE_0,0
533,29,EMP_1,GRA_0,600000,3,0,FRE_0,EVE_0,0
49,31,EMP_1,GRA_0,1350000,3,0,FRE_0,EVE_1,1
658,30,EMP_1,GRA_1,1450000,6,0,FRE_1,EVE_1,1
1109,25,EMP_1,GRA_0,1400000,4,1,FRE_1,EVE_1,1
931,28,EMP_0,GRA_0,1200000,6,1,FRE_0,EVE_0,0
1549,28,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_0,0
689,27,EMP_0,GRA_0,500000,7,0,FRE_0,EVE_0,0
1840,28,EMP_1,GRA_0,900000,8,0,FRE_0,EVE_0,0
1187,29,EMP_1,GRA_0,1200000,6,1,FRE_0,EVE_0,0
1701,31,EMP_1,GRA_0,1250000,6,0,FRE_0,EVE_0,0
1821,25,EMP_1,GRA_1,1350000,5,1,FRE_0,EVE_1,1
519,25,EMP_1,GRA_1,1700000,3,0,FRE_1,EVE_0,1
1007,34,EMP_1,GRA_0,1000000,6,0,FRE_0,EVE_0,1
393,29,EMP_1,GRA_0,1050000,3,0,FRE_1,EVE_0,0
989,33,EMP_0,GRA_0,400000,7,1,FRE_0,EVE_0,1
766,34,EMP_1,GRA_0,700000,3,1,FRE_0,EVE_0,0
62,28,EMP_1,GRA_0,800000,4,0,FRE_1,EVE_0,0
988,31,EMP_1,GRA_0,1750000,7,0,FRE_0,EVE_0,0
825,29,EMP_1,GRA_0,900000,7,0,FRE_0,EVE_0,1
1929,28,EMP_0,GRA_0,600000,7,1,FRE_0,EVE_0,1
251,28,EMP_0,GRA_0,300000,5,0,FRE_0,EVE_0,0
723,29,EMP_1,GRA_0,1050000,2,1,FRE_1,EVE_0,0
1041,26,EMP_1,GRA_0,500000,2,1,FRE_0,EVE_0,0
465,26,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1,1
1983,28,EMP_1,GRA_0,1750000,5,1,FRE_0,EVE_1,0
1944,34,EMP_1,GRA_0,1500000,4,1,FRE_1,EVE_1,1
1858,30,EMP_1,GRA_1,750000,3,1,FRE_0,EVE_0,1
1513,28,EMP_1,GRA_0,1450000,5,0,FRE_1,EVE_1,1
331,33,EMP_1,GRA_0,550000,4,0,FRE_0,EVE_0,1
1813,29,EMP_1,GRA_0,1350000,4,0,FRE_0,EVE_1,1
1833,29,EMP_1,GRA_0,1200000,5,0,FRE_0,EVE_0,0
1138,28,EMP_1,GRA_0,900000,6,1,FRE_1,EVE_0,0
150,28,EMP_1,GRA_0,650000,2,1,FRE_0,EVE_0,1
1442,26,EMP_1,GRA_0,500000,2,0,FRE_0,EVE_0,0
1289,28,EMP_1,GRA_0,800000,2,0,FRE_0,EVE_0,0
1365,34,EMP_1,GRA_1,750000,3,0,FRE_1,EVE_0,0
1530,26,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0,0
614,34,EMP_1,GRA_0,1000000,5,1,FRE_0,EVE_0,0
166,28,EMP_1,GRA_0,800000,7,0,FRE_0,EVE_0,0
96,28,EMP_1,GRA_0,700000,4,0,FRE_0,EVE_0,0
736,30,EMP_1,GRA_1,650000,7,0,FRE_0,EVE_0,0
314,26,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1,1
497,28,EMP_1,GRA_0,1200000,5,0,FRE_1,EVE_0,1
699,32,EMP_0,GRA_0,800000,3,1,FRE_1,EVE_0,0
884,35,EMP_0,GRA_0,1100000,8,0,FRE_1,EVE_0,1
1051,25,EMP_1,GRA_1,600000,4,0,FRE_1,EVE_1,0
232,28,EMP_1,GRA_0,1250000,6,0,FRE_0,EVE_0,0
1592,25,EMP_1,GRA_1,1700000,5,0,FRE_1,EVE_0,1
1770,34,EMP_1,GRA_0,1050000,4,1,FRE_0,EVE_0,0
1568,29,EMP_1,GRA_0,1200000,5,0,FRE_0,EVE_1,0
1460,28,EMP_1,GRA_0,550000,4,0,FRE_0,EVE_0,0
1384,34,EMP_1,GRA_0,1000000,4,0,FRE_1,EVE_0,0
1907,28,EMP_1,GRA_0,600000,5,0,FRE_1,EVE_0,1
1946,32,EMP_0,GRA_0,850000,7,0,FRE_1,EVE_1,1
1190,31,EMP_1,GRA_0,1250000,3,0,FRE_0,EVE_0,0
1743,35,EMP_1,GRA_1,950000,4,0,FRE_0,EVE_0,1
288,29,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0,0
817,27,EMP_0,GRA_0,500000,4,0,FRE_0,EVE_0,1
