index,Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad
782,28,EMP_1,GRA_0,1150000,5,0,FRE_0,EVE_0
783,32,EMP_0,GRA_0,350000,3,0,FRE_0,EVE_0
784,34,EMP_1,GRA_0,1050000,5,0,FRE_0,EVE_0
785,34,EMP_1,GRA_0,700000,5,1,FRE_0,EVE_1
786,25,EMP_1,GRA_1,1150000,3,0,FRE_0,EVE_0
787,34,EMP_1,GRA_0,1000000,4,1,FRE_0,EVE_0
788,28,EMP_1,GRA_0,1200000,3,0,FRE_0,EVE_0
789,32,EMP_0,GRA_0,850000,7,1,FRE_0,EVE_0
790,28,EMP_1,GRA_0,700000,4,0,FRE_0,EVE_0
791,32,EMP_0,GRA_0,650000,5,1,FRE_0,EVE_0
792,26,EMP_1,GRA_0,500000,5,1,FRE_0,EVE_0
793,26,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1
794,28,EMP_1,GRA_0,800000,4,1,FRE_0,EVE_1
795,29,EMP_1,GRA_0,1200000,7,0,FRE_0,EVE_0
796,26,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1
797,27,EMP_1,GRA_1,350000,4,0,FRE_0,EVE_0
798,31,EMP_0,GRA_1,300000,4,0,FRE_0,EVE_0
799,28,EMP_1,GRA_0,500000,4,1,FRE_0,EVE_0
800,29,EMP_1,GRA_0,900000,5,0,FRE_0,EVE_0
801,34,EMP_1,GRA_0,850000,3,1,FRE_0,EVE_1
802,26,EMP_1,GRA_0,500000,4,1,FRE_0,EVE_0
803,33,EMP_0,GRA_0,600000,7,0,FRE_0,EVE_0
804,27,EMP_1,GRA_1,350000,5,1,FRE_0,EVE_0
805,25,EMP_1,GRA_1,600000,4,0,FRE_1,EVE_0
806,28,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0
807,32,EMP_0,GRA_0,900000,5,0,FRE_1,EVE_0
808,28,EMP_1,GRA_0,900000,3,0,FRE_0,EVE_0
809,25,EMP_1,GRA_1,1150000,3,0,FRE_0,EVE_0
810,28,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0
811,34,EMP_1,GRA_0,1050000,5,0,FRE_0,EVE_0
812,30,EMP_1,GRA_1,550000,7,0,FRE_0,EVE_0
813,25,EMP_1,GRA_0,500000,4,1,FRE_0,EVE_0
814,34,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1
815,28,EMP_1,GRA_0,800000,5,0,FRE_0,EVE_0
816,32,EMP_0,GRA_0,850000,3,0,FRE_0,EVE_0
817,28,EMP_1,GRA_0,1150000,3,0,FRE_1,EVE_0
818,26,EMP_1,GRA_0,500000,6,0,FRE_0,EVE_0
819,33,EMP_1,GRA_0,550000,5,0,FRE_1,EVE_0
820,34,EMP_1,GRA_0,1000000,4,0,FRE_0,EVE_0
821,34,EMP_1,GRA_0,1500000,5,1,FRE_1,EVE_1
822,28,EMP_1,GRA_0,750000,4,0,FRE_0,EVE_0
823,28,EMP_1,GRA_0,1200000,6,1,FRE_0,EVE_0
824,32,EMP_0,GRA_0,650000,3,0,FRE_0,EVE_0
825,34,EMP_1,GRA_1,1300000,4,0,FRE_0,EVE_0
826,31,EMP_1,GRA_0,1400000,6,0,FRE_0,EVE_1
827,28,EMP_1,GRA_0,750000,2,0,FRE_0,EVE_0
828,34,EMP_1,GRA_0,1500000,4,1,FRE_1,EVE_1
829,28,EMP_1,GRA_0,550000,4,0,FRE_0,EVE_0
830,28,EMP_1,GRA_0,800000,7,0,FRE_1,EVE_0
831,30,EMP_1,GRA_1,800000,3,0,FRE_0,EVE_0
832,28,EMP_1,GRA_0,1150000,5,0,FRE_0,EVE_0
833,28,EMP_1,GRA_0,700000,3,0,FRE_0,EVE_0
834,33,EMP_1,GRA_0,1400000,8,0,FRE_0,EVE_1
835,28,EMP_1,GRA_0,800000,7,1,FRE_0,EVE_0
836,26,EMP_0,GRA_0,500000,6,0,FRE_0,EVE_0
837,35,EMP_1,GRA_1,800000,6,0,FRE_1,EVE_0
838,27,EMP_1,GRA_1,800000,5,0,FRE_0,EVE_0
839,31,EMP_0,GRA_0,1200000,6,1,FRE_0,EVE_0
840,31,EMP_0,GRA_1,400000,3,0,FRE_0,EVE_0
841,28,EMP_1,GRA_0,800000,6,0,FRE_0,EVE_1
842,28,EMP_1,GRA_0,650000,5,0,FRE_0,EVE_1
843,29,EMP_1,GRA_0,900000,7,0,FRE_0,EVE_0
844,34,EMP_1,GRA_0,700000,6,0,FRE_1,EVE_0
845,34,EMP_1,GRA_1,1300000,4,0,FRE_0,EVE_0
846,34,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1
847,34,EMP_1,GRA_0,1300000,4,0,FRE_0,EVE_0
848,33,EMP_0,GRA_0,400000,5,0,FRE_0,EVE_0
849,30,EMP_1,GRA_1,800000,4,0,FRE_0,EVE_0
850,34,EMP_1,GRA_1,750000,4,0,FRE_1,EVE_0
851,33,EMP_0,GRA_0,650000,4,0,FRE_0,EVE_0
852,31,EMP_0,GRA_1,350000,3,0,FRE_0,EVE_0
853,29,EMP_1,GRA_0,500000,7,0,FRE_0,EVE_0
854,34,EMP_1,GRA_0,1000000,6,1,FRE_0,EVE_0
855,27,EMP_1,GRA_1,1550000,6,0,FRE_1,EVE_0
856,31,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1
857,26,EMP_1,GRA_0,600000,4,0,FRE_0,EVE_0
858,30,EMP_1,GRA_1,550000,5,0,FRE_1,EVE_0
859,28,EMP_0,GRA_0,600000,4,1,FRE_0,EVE_0
860,28,EMP_1,GRA_0,1250000,6,0,FRE_0,EVE_1
861,31,EMP_0,GRA_0,1200000,6,0,FRE_0,EVE_0
862,28,EMP_0,GRA_0,300000,2,0,FRE_0,EVE_0
863,27,EMP_0,GRA_0,1050000,5,0,FRE_1,EVE_0
864,25,EMP_1,GRA_1,1150000,4,0,FRE_0,EVE_0
865,33,EMP_0,GRA_0,1100000,2,0,FRE_0,EVE_0
866,28,EMP_1,GRA_0,800000,5,1,FRE_0,EVE_0
867,30,EMP_1,GRA_1,650000,6,1,FRE_0,EVE_0
868,28,EMP_0,GRA_0,300000,3,0,FRE_0,EVE_0
869,28,EMP_1,GRA_0,1200000,5,0,FRE_0,EVE_0
870,28,EMP_1,GRA_0,1200000,5,0,FRE_0,EVE_0
871,27,EMP_0,GRA_0,500000,6,0,FRE_0,EVE_0
872,28,EMP_1,GRA_0,550000,3,0,FRE_0,EVE_0
873,26,EMP_0,GRA_0,500000,5,0,FRE_0,EVE_0
874,28,EMP_1,GRA_0,1200000,4,1,FRE_0,EVE_1
875,27,EMP_0,GRA_0,850000,4,1,FRE_0,EVE_0
876,28,EMP_1,GRA_0,750000,4,0,FRE_0,EVE_0
877,26,EMP_1,GRA_0,1400000,3,1,FRE_0,EVE_1
878,26,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1
879,28,EMP_1,GRA_0,750000,2,0,FRE_0,EVE_0
880,33,EMP_0,GRA_0,1000000,4,0,FRE_1,EVE_1
881,29,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_1
882,28,EMP_0,GRA_0,1200000,4,0,FRE_0,EVE_0
883,33,EMP_0,GRA_0,1100000,4,1,FRE_0,EVE_0
884,28,EMP_1,GRA_0,1100000,5,0,FRE_0,EVE_0
885,28,EMP_0,GRA_0,600000,4,0,FRE_0,EVE_0
886,28,EMP_1,GRA_0,1450000,6,0,FRE_1,EVE_1
887,33,EMP_1,GRA_0,1500000,4,1,FRE_1,EVE_1
888,33,EMP_1,GRA_0,1400000,5,0,FRE_1,EVE_1
889,29,EMP_1,GRA_0,1200000,3,1,FRE_0,EVE_1
890,34,EMP_1,GRA_1,1300000,5,0,FRE_1,EVE_0
891,27,EMP_1,GRA_1,450000,7,0,FRE_0,EVE_0
892,25,EMP_1,GRA_0,1700000,4,0,FRE_1,EVE_0
893,31,EMP_1,GRA_0,1650000,2,0,FRE_1,EVE_0
894,31,EMP_1,GRA_0,950000,3,0,FRE_1,EVE_0
895,33,EMP_0,GRA_0,800000,6,0,FRE_0,EVE_0
896,27,EMP_0,GRA_0,1050000,3,0,FRE_0,EVE_0
897,29,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0
898,31,EMP_1,GRA_0,1250000,5,0,FRE_0,EVE_0
899,27,EMP_0,GRA_0,750000,6,0,FRE_0,EVE_0
900,28,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0
901,30,EMP_1,GRA_1,1450000,5,1,FRE_1,EVE_1
902,28,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0
903,25,EMP_1,GRA_0,1700000,3,0,FRE_1,EVE_0
904,28,EMP_1,GRA_0,700000,5,0,FRE_1,EVE_0
905,31,EMP_1,GRA_0,1350000,6,0,FRE_0,EVE_1
906,32,EMP_0,GRA_0,800000,6,0,FRE_1,EVE_0
907,27,EMP_1,GRA_1,450000,3,0,FRE_0,EVE_0
908,28,EMP_1,GRA_0,550000,4,1,FRE_0,EVE_0
909,28,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_1
910,29,EMP_0,GRA_0,600000,3,0,FRE_0,EVE_0
911,29,EMP_1,GRA_0,1100000,3,0,FRE_0,EVE_0
912,32,EMP_0,GRA_0,350000,4,1,FRE_0,EVE_0
913,28,EMP_1,GRA_0,900000,5,0,FRE_0,EVE_0
914,28,EMP_1,GRA_0,900000,2,0,FRE_1,EVE_0
915,34,EMP_1,GRA_0,1300000,3,0,FRE_0,EVE_0
916,28,EMP_0,GRA_0,300000,6,0,FRE_0,EVE_0
917,28,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0
918,28,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_0
919,30,EMP_1,GRA_1,650000,3,0,FRE_0,EVE_0
920,33,EMP_0,GRA_0,600000,4,0,FRE_0,EVE_0
921,25,EMP_1,GRA_1,1150000,4,0,FRE_0,EVE_0
922,31,EMP_1,GRA_0,500000,6,1,FRE_0,EVE_0
923,28,EMP_1,GRA_0,1150000,6,0,FRE_0,EVE_0
924,27,EMP_1,GRA_1,600000,4,0,FRE_1,EVE_0
925,25,EMP_1,GRA_0,1750000,4,0,FRE_0,EVE_1
926,26,EMP_0,GRA_0,1450000,3,1,FRE_1,EVE_1
927,31,EMP_1,GRA_0,900000,5,1,FRE_1,EVE_0
928,33,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1
929,29,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0
930,26,EMP_1,GRA_0,1250000,3,1,FRE_0,EVE_0
931,34,EMP_1,GRA_0,1000000,4,0,FRE_0,EVE_0
932,28,EMP_1,GRA_0,1100000,7,0,FRE_1,EVE_0
933,26,EMP_1,GRA_0,1300000,5,0,FRE_0,EVE_0
934,34,EMP_1,GRA_0,700000,5,0,FRE_0,EVE_0
935,34,EMP_1,GRA_0,1300000,4,1,FRE_0,EVE_0
936,29,EMP_1,GRA_0,500000,3,1,FRE_0,EVE_0
937,32,EMP_0,GRA_0,650000,5,0,FRE_1,EVE_0
938,33,EMP_0,GRA_0,400000,4,0,FRE_0,EVE_0
939,34,EMP_1,GRA_0,700000,4,0,FRE_1,EVE_0
940,29,EMP_1,GRA_0,1200000,5,0,FRE_0,EVE_0
941,31,EMP_1,GRA_0,1400000,6,1,FRE_0,EVE_1
942,28,EMP_1,GRA_0,800000,4,0,FRE_0,EVE_0
943,25,EMP_1,GRA_0,1700000,5,0,FRE_1,EVE_0
944,33,EMP_0,GRA_0,400000,6,0,FRE_0,EVE_0
945,28,EMP_1,GRA_0,900000,9,1,FRE_0,EVE_1
946,29,EMP_1,GRA_0,1050000,5,0,FRE_0,EVE_0
947,28,EMP_1,GRA_0,800000,5,0,FRE_1,EVE_0
948,25,EMP_1,GRA_1,1150000,3,1,FRE_0,EVE_0
949,31,EMP_1,GRA_0,1250000,7,0,FRE_0,EVE_0
950,33,EMP_0,GRA_0,400000,5,0,FRE_0,EVE_0
951,30,EMP_1,GRA_1,1450000,3,1,FRE_1,EVE_1
952,31,EMP_1,GRA_0,950000,4,1,FRE_0,EVE_0
953,35,EMP_1,GRA_1,800000,6,0,FRE_0,EVE_0
954,29,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0
955,28,EMP_0,GRA_0,1200000,8,0,FRE_1,EVE_0
956,29,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0
957,29,EMP_1,GRA_0,1050000,4,0,FRE_0,EVE_0
958,28,EMP_0,GRA_0,300000,3,1,FRE_0,EVE_0
959,32,EMP_0,GRA_0,800000,6,1,FRE_0,EVE_0
960,34,EMP_1,GRA_0,1300000,5,1,FRE_0,EVE_0
961,31,EMP_1,GRA_0,1400000,4,0,FRE_1,EVE_1
962,25,EMP_1,GRA_0,1750000,3,0,FRE_0,EVE_1
963,27,EMP_0,GRA_0,850000,3,0,FRE_0,EVE_0
964,33,EMP_0,GRA_0,700000,6,1,FRE_0,EVE_0
965,31,EMP_0,GRA_0,400000,5,0,FRE_0,EVE_0
966,29,EMP_1,GRA_0,350000,9,1,FRE_0,EVE_0
967,34,EMP_0,GRA_0,1300000,4,0,FRE_0,EVE_0
968,31,EMP_0,GRA_1,300000,6,0,FRE_0,EVE_0
969,30,EMP_1,GRA_1,550000,3,0,FRE_0,EVE_0
970,28,EMP_1,GRA_0,1250000,6,0,FRE_1,EVE_0
971,31,EMP_0,GRA_1,350000,4,1,FRE_0,EVE_0
972,26,EMP_1,GRA_0,1400000,6,0,FRE_0,EVE_1
973,34,EMP_1,GRA_0,1500000,7,0,FRE_1,EVE_1
974,25,EMP_1,GRA_0,1400000,7,0,FRE_0,EVE_1
975,28,EMP_1,GRA_0,550000,5,0,FRE_0,EVE_0
976,34,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0
977,28,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_0
978,34,EMP_1,GRA_0,1050000,5,1,FRE_0,EVE_0
979,34,EMP_1,GRA_0,700000,6,0,FRE_0,EVE_0
980,29,EMP_1,GRA_0,1200000,8,0,FRE_1,EVE_0
981,28,EMP_1,GRA_0,1250000,3,0,FRE_0,EVE_0
982,25,EMP_1,GRA_0,1800000,4,1,FRE_1,EVE_0
983,26,EMP_1,GRA_0,600000,6,0,FRE_0,EVE_0
984,31,EMP_1,GRA_0,1250000,3,0,FRE_0,EVE_0
985,28,EMP_1,GRA_0,550000,5,0,FRE_0,EVE_0
986,34,EMP_1,GRA_0,1500000,3,1,FRE_1,EVE_1
987,33,EMP_0,GRA_0,700000,7,0,FRE_1,EVE_0
988,28,EMP_1,GRA_0,800000,4,1,FRE_0,EVE_0
989,29,EMP_1,GRA_0,500000,3,0,FRE_0,EVE_0
990,29,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0
991,28,EMP_1,GRA_0,700000,7,0,FRE_1,EVE_0
992,27,EMP_0,GRA_0,500000,5,0,FRE_0,EVE_0
993,33,EMP_0,GRA_0,1000000,3,0,FRE_0,EVE_0
994,29,EMP_1,GRA_0,1050000,5,1,FRE_0,EVE_0
995,31,EMP_0,GRA_1,350000,4,1,FRE_0,EVE_0
996,31,EMP_1,GRA_0,900000,3,0,FRE_0,EVE_0
997,27,EMP_0,GRA_0,1050000,4,0,FRE_0,EVE_0
998,34,EMP_0,GRA_0,1300000,5,1,FRE_0,EVE_0
999,34,EMP_1,GRA_0,1050000,5,0,FRE_1,EVE_0
1000,25,EMP_1,GRA_1,1150000,4,1,FRE_0,EVE_0
1001,29,EMP_1,GRA_0,1050000,7,0,FRE_0,EVE_0
1002,28,EMP_1,GRA_0,1150000,7,0,FRE_0,EVE_0
1003,31,EMP_0,GRA_0,400000,3,0,FRE_0,EVE_0
1004,26,EMP_1,GRA_0,1500000,4,0,FRE_1,EVE_1
1005,28,EMP_0,GRA_0,300000,5,0,FRE_0,EVE_0
1006,28,EMP_1,GRA_0,550000,4,0,FRE_1,EVE_0
1007,34,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0
1008,27,EMP_0,GRA_0,850000,6,0,FRE_1,EVE_0
1009,31,EMP_0,GRA_0,400000,9,0,FRE_0,EVE_0
1010,25,EMP_1,GRA_1,1150000,6,0,FRE_0,EVE_0
1011,29,EMP_1,GRA_0,1200000,4,0,FRE_1,EVE_0
1012,33,EMP_0,GRA_0,600000,8,0,FRE_0,EVE_0
1013,33,EMP_0,GRA_0,1000000,4,0,FRE_0,EVE_1
1014,34,EMP_1,GRA_0,1500000,3,0,FRE_1,EVE_1
1015,25,EMP_1,GRA_1,1150000,7,0,FRE_0,EVE_0
1016,28,EMP_1,GRA_0,800000,4,0,FRE_0,EVE_0
1017,26,EMP_1,GRA_0,600000,3,0,FRE_1,EVE_0
1018,26,EMP_1,GRA_0,500000,7,0,FRE_0,EVE_0
1019,28,EMP_1,GRA_0,1450000,6,0,FRE_1,EVE_1
1020,28,EMP_1,GRA_0,550000,5,0,FRE_1,EVE_0
1021,28,EMP_1,GRA_0,500000,5,1,FRE_0,EVE_0
1022,29,EMP_1,GRA_0,1350000,4,0,FRE_0,EVE_1
1023,26,EMP_1,GRA_0,750000,3,1,FRE_0,EVE_0
1024,28,EMP_0,GRA_0,600000,3,0,FRE_0,EVE_0
1025,29,EMP_1,GRA_0,600000,6,0,FRE_0,EVE_0
1026,34,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0
1027,29,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0
1028,26,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1
1029,32,EMP_0,GRA_0,800000,5,0,FRE_1,EVE_0
1030,34,EMP_1,GRA_0,1000000,4,0,FRE_0,EVE_0
1031,28,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0
1032,25,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1
1033,31,EMP_1,GRA_0,1350000,5,0,FRE_0,EVE_1
1034,28,EMP_0,GRA_0,300000,3,0,FRE_0,EVE_0
1035,31,EMP_0,GRA_1,300000,5,0,FRE_0,EVE_0
1036,32,EMP_0,GRA_0,850000,4,1,FRE_0,EVE_0
1037,32,EMP_0,GRA_0,850000,4,0,FRE_1,EVE_0
1038,29,EMP_1,GRA_0,600000,3,0,FRE_0,EVE_0
1039,31,EMP_1,GRA_0,1350000,3,0,FRE_0,EVE_1
1040,30,EMP_1,GRA_1,1450000,6,0,FRE_1,EVE_1
1041,25,EMP_1,GRA_0,1400000,4,1,FRE_1,EVE_1
1042,28,EMP_0,GRA_0,1200000,6,1,FRE_0,EVE_0
1043,28,EMP_1,GRA_0,700000,4,1,FRE_0,EVE_0
1044,27,EMP_0,GRA_0,500000,7,0,FRE_0,EVE_0
1045,28,EMP_1,GRA_0,900000,8,0,FRE_0,EVE_0
1046,29,EMP_1,GRA_0,1200000,6,1,FRE_0,EVE_0
1047,31,EMP_1,GRA_0,1250000,6,0,FRE_0,EVE_0
1048,25,EMP_1,GRA_1,1350000,5,1,FRE_0,EVE_1
1049,25,EMP_1,GRA_1,1700000,3,0,FRE_1,EVE_0
1050,34,EMP_1,GRA_0,1000000,6,0,FRE_0,EVE_0
1051,29,EMP_1,GRA_0,1050000,3,0,FRE_1,EVE_0
1052,33,EMP_0,GRA_0,400000,7,1,FRE_0,EVE_0
1053,34,EMP_1,GRA_0,700000,3,1,FRE_0,EVE_0
1054,28,EMP_1,GRA_0,800000,4,0,FRE_1,EVE_0
1055,31,EMP_1,GRA_0,1750000,7,0,FRE_0,EVE_0
1056,29,EMP_1,GRA_0,900000,7,0,FRE_0,EVE_0
1057,28,EMP_0,GRA_0,600000,7,1,FRE_0,EVE_0
1058,28,EMP_0,GRA_0,300000,5,0,FRE_0,EVE_0
1059,29,EMP_1,GRA_0,1050000,2,1,FRE_1,EVE_0
1060,26,EMP_1,GRA_0,500000,2,1,FRE_0,EVE_0
1061,26,EMP_1,GRA_0,1500000,5,0,FRE_1,EVE_1
1062,28,EMP_1,GRA_0,1750000,5,1,FRE_0,EVE_1
1063,34,EMP_1,GRA_0,1500000,4,1,FRE_1,EVE_1
1064,30,EMP_1,GRA_1,750000,3,1,FRE_0,EVE_0
1065,28,EMP_1,GRA_0,1450000,5,0,FRE_1,EVE_1
1066,33,EMP_1,GRA_0,550000,4,0,FRE_0,EVE_0
1067,29,EMP_1,GRA_0,1350000,4,0,FRE_0,EVE_1
1068,29,EMP_1,GRA_0,1200000,5,0,FRE_0,EVE_0
1069,28,EMP_1,GRA_0,900000,6,1,FRE_1,EVE_0
1070,28,EMP_1,GRA_0,650000,2,1,FRE_0,EVE_0
1071,26,EMP_1,GRA_0,500000,2,0,FRE_0,EVE_0
1072,28,EMP_1,GRA_0,800000,2,0,FRE_0,EVE_0
1073,34,EMP_1,GRA_1,750000,3,0,FRE_1,EVE_0
1074,26,EMP_1,GRA_0,500000,5,0,FRE_0,EVE_0
1075,34,EMP_1,GRA_0,1000000,5,1,FRE_0,EVE_0
1076,28,EMP_1,GRA_0,800000,7,0,FRE_0,EVE_0
1077,28,EMP_1,GRA_0,700000,4,0,FRE_0,EVE_0
1078,30,EMP_1,GRA_1,650000,7,0,FRE_0,EVE_0
1079,26,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1
1080,28,EMP_1,GRA_0,1200000,5,0,FRE_1,EVE_0
1081,32,EMP_0,GRA_0,800000,3,1,FRE_1,EVE_0
1082,35,EMP_0,GRA_0,1100000,8,0,FRE_1,EVE_0
1083,25,EMP_1,GRA_1,600000,4,0,FRE_1,EVE_1
1084,28,EMP_1,GRA_0,1250000,6,0,FRE_0,EVE_0
1085,25,EMP_1,GRA_1,1700000,5,0,FRE_1,EVE_0
1086,34,EMP_1,GRA_0,1050000,4,1,FRE_0,EVE_0
1087,29,EMP_1,GRA_0,1200000,5,0,FRE_0,EVE_1
1088,28,EMP_1,GRA_0,550000,4,0,FRE_0,EVE_0
1089,34,EMP_1,GRA_0,1000000,4,0,FRE_1,EVE_0
1090,28,EMP_1,GRA_0,600000,5,0,FRE_1,EVE_0
1091,32,EMP_0,GRA_0,850000,7,0,FRE_1,EVE_1
1092,31,EMP_1,GRA_0,1250000,3,0,FRE_0,EVE_0
1093,35,EMP_1,GRA_1,950000,4,0,FRE_0,EVE_0
1094,29,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0
1095,27,EMP_0,GRA_0,500000,4,0,FRE_0,EVE_0
1096,31,EMP_1,GRA_0,950000,5,1,FRE_0,EVE_0
1097,27,EMP_0,GRA_0,750000,4,0,FRE_1,EVE_0
1098,31,EMP_0,GRA_0,400000,6,1,FRE_0,EVE_0
1099,31,EMP_1,GRA_0,1250000,7,1,FRE_0,EVE_0
1100,34,EMP_1,GRA_0,1500000,4,1,FRE_1,EVE_1
1101,34,EMP_1,GRA_0,1050000,3,0,FRE_0,EVE_0
1102,28,EMP_0,GRA_0,1200000,5,0,FRE_0,EVE_0
1103,31,EMP_1,GRA_0,900000,5,0,FRE_0,EVE_0
1104,27,EMP_0,GRA_0,850000,4,1,FRE_0,EVE_0
1105,34,EMP_1,GRA_0,850000,4,0,FRE_0,EVE_0
1106,28,EMP_1,GRA_0,700000,4,0,FRE_1,EVE_0
1107,26,EMP_1,GRA_0,1300000,4,0,FRE_0,EVE_0
1108,32,EMP_0,GRA_0,350000,2,0,FRE_0,EVE_0
1109,33,EMP_1,GRA_0,1400000,6,1,FRE_0,EVE_1
1110,31,EMP_1,GRA_0,1100000,4,0,FRE_0,EVE_0
1111,32,EMP_0,GRA_0,350000,6,0,FRE_0,EVE_0
1112,31,EMP_1,GRA_0,950000,6,0,FRE_0,EVE_0
1113,27,EMP_1,GRA_1,350000,4,1,FRE_0,EVE_0
1114,34,EMP_0,GRA_0,1100000,2,0,FRE_0,EVE_0
1115,34,EMP_1,GRA_0,1500000,6,0,FRE_1,EVE_1
1116,28,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0
1117,31,EMP_1,GRA_0,950000,4,0,FRE_0,EVE_0
1118,31,EMP_1,GRA_0,900000,7,0,FRE_0,EVE_1
1119,28,EMP_1,GRA_0,1250000,6,1,FRE_0,EVE_0
1120,25,EMP_1,GRA_1,600000,3,1,FRE_0,EVE_0
1121,28,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0
1122,26,EMP_1,GRA_0,1250000,4,0,FRE_0,EVE_0
1123,28,EMP_1,GRA_0,800000,7,0,FRE_0,EVE_0
1124,27,EMP_0,GRA_0,850000,4,1,FRE_1,EVE_1
1125,27,EMP_0,GRA_0,850000,3,0,FRE_0,EVE_1
1126,26,EMP_1,GRA_0,1300000,5,0,FRE_0,EVE_0
1127,25,EMP_1,GRA_0,1400000,5,0,FRE_0,EVE_1
1128,33,EMP_1,GRA_0,550000,5,0,FRE_0,EVE_0
1129,29,EMP_1,GRA_0,1150000,5,1,FRE_1,EVE_0
1130,25,EMP_1,GRA_0,1400000,5,0,FRE_1,EVE_1
1131,27,EMP_0,GRA_0,1050000,3,0,FRE_1,EVE_0
1132,29,EMP_1,GRA_0,1050000,2,0,FRE_0,EVE_0
1133,29,EMP_1,GRA_0,1200000,3,0,FRE_0,EVE_0
1134,34,EMP_1,GRA_0,1500000,5,1,FRE_1,EVE_1
1135,27,EMP_1,GRA_1,350000,7,0,FRE_0,EVE_0
1136,26,EMP_1,GRA_0,1500000,2,0,FRE_1,EVE_1
1137,28,EMP_1,GRA_0,800000,3,0,FRE_0,EVE_0
1138,25,EMP_1,GRA_1,1350000,6,0,FRE_0,EVE_1
1139,33,EMP_0,GRA_0,800000,6,1,FRE_0,EVE_0
1140,31,EMP_0,GRA_0,1500000,7,0,FRE_1,EVE_1
1141,34,EMP_1,GRA_0,1500000,5,1,FRE_1,EVE_1
1142,31,EMP_0,GRA_1,350000,3,0,FRE_0,EVE_0
1143,34,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0
1144,28,EMP_0,GRA_0,300000,3,0,FRE_0,EVE_0
1145,26,EMP_1,GRA_0,1400000,9,1,FRE_0,EVE_1
1146,34,EMP_0,GRA_0,1300000,8,0,FRE_0,EVE_0
1147,34,EMP_1,GRA_0,500000,4,0,FRE_0,EVE_0
1148,25,EMP_1,GRA_1,1150000,8,0,FRE_0,EVE_0
1149,34,EMP_1,GRA_1,1400000,5,1,FRE_0,EVE_1
1150,28,EMP_1,GRA_0,800000,2,0,FRE_0,EVE_0
1151,32,EMP_0,GRA_0,850000,6,0,FRE_0,EVE_0
1152,33,EMP_0,GRA_0,650000,3,0,FRE_0,EVE_0
1153,29,EMP_1,GRA_0,900000,6,0,FRE_1,EVE_0
1154,29,EMP_1,GRA_0,1100000,7,1,FRE_1,EVE_0
1155,31,EMP_0,GRA_0,400000,7,0,FRE_0,EVE_0
1156,31,EMP_0,GRA_1,400000,4,1,FRE_0,EVE_0
1157,25,EMP_1,GRA_0,1700000,4,1,FRE_1,EVE_0
1158,34,EMP_1,GRA_0,1300000,5,0,FRE_0,EVE_0
1159,28,EMP_1,GRA_0,1400000,3,0,FRE_0,EVE_1
1160,27,EMP_0,GRA_0,900000,4,0,FRE_0,EVE_0
1161,29,EMP_1,GRA_0,1050000,4,0,FRE_0,EVE_0
1162,29,EMP_1,GRA_0,1200000,4,0,FRE_0,EVE_0
1163,33,EMP_0,GRA_0,600000,4,0,FRE_0,EVE_0
1164,27,EMP_0,GRA_0,850000,5,0,FRE_0,EVE_0
1165,28,EMP_0,GRA_0,300000,8,0,FRE_0,EVE_0
1166,34,EMP_1,GRA_0,1000000,7,0,FRE_0,EVE_0
1167,27,EMP_0,GRA_0,1050000,4,0,FRE_0,EVE_0
1168,33,EMP_1,GRA_0,1400000,4,0,FRE_0,EVE_1
1169,33,EMP_1,GRA_0,1400000,6,1,FRE_0,EVE_1
