synindex,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
492,RIS_0,58,120,5,55,8,5,4,70,25,6,6,8,5,20,0,4,4,30,50,1,4,2,65
493,RIS_0,70,180,6,70,16,1,0,85,10,4,4,16,1,35,-7,0,0,55,75,2,1,0,90
494,RIS_0,62,150,7,63,11,3,2,78,18,5,5,11,3,22,0,2,2,38,62,4,3,1,72
495,RIS_0,67,170,8,67,13,2,1,83,14,5,5,13,2,27,-7,1,1,42,67,3,2,0,78
496,RIS_0,59,110,9,50,7,6,5,65,30,6,6,7,6,15,0,5counting,5,25,45,0,5,3,60
497,RIS_0,64,140,10,58,9,4,3,72,22,6,6,9,4,18,-7,3,3,32,58,1,4,2,68
498,RIS_1,78,210,5,89,22,0,0,95,-7,7,8,22,2,45,0,1,1,15,65,3,2,0,72
499,RIS_1,85,290,8,120,25,0,0,100,-7,7,8,25,1,30,0,0,0,10,70,4,1,0,80
500,RIS_1,70,150,2,75,20,1,0,90,5,3,5,20,3,40,2,2,2,20,50,5,3,0,60
501,RIS_1,88,320,10,130,28,0,0,100,-7,7,8,28,1,25,0,2,2,12,45,3,2,1,55
502,RIS_1,65,250,1,80,30,1,0,85,6,4,2,30,3,35,0,1,1,35,45,7,3,3,58
503,RIS_1,89,300,12,110,18,0,0,100,-7,7,8,18,2,50,0,1,1,6,-7,3,2,0,65
504,RIS_1,84,370,6,150,27,0,0,100,-7,7,8,30,1,15,14,0,0,11,-7,7,1,0,74
505,RIS_1,58,120,4,60,22,2,2,70,1,4,4,28,3,60,0,1,1,7,85,3,4,0,85
506,RIS_1,75,125,1,65,17,0,0,88,8,4,6,18,2,20,-6,2,2,4,85,2,2,0,43
507,RIS_1,83,215,35,130,14,0,0,86,11,6,6,14,0,19,3,1,1,0,-7,1,2,0,49
508,RIS_0,72,170,3,85,33,2,1,88,2,0,5,32,2,13,2,1,1,15,30,10,3,0,66
509,RIS_0,76,155,1,72,19,1,0,90,14,6,5,22,4,47,4,1,1,10,63,4,5,0,66
510,RIS_0,74,70,2,49,14,0,0,88,13,6,6,2,3,27,0,1,1,9,-7,3,1,0,37
511,RIS_0,79,165,7,83,28,0,0,100,-7,7,8,42,3,29,0,1,1,23,83,5,4,0,70
512,RIS_0,81,195,20,75,14,0,0,92,31,6,6,14,0,52,14,0,0,3,56,3,3,-7,82
513,RIS_0,50,75,1,41,13,0,0,100,-7,7,8,14,2,26,-7,0,0,60,72,5,4,0,87
514,RIS_0,67,220,1,69,22,0,0,95,0,4,6,24,3,51,0,2,2,43,73,6,4,1,66
515,RIS_0,57,160,1,70,0,5,4,74,33,6,5,8,2,49,0,2,2,-1,-7,1,2,0,66
516,RIS_0,63,65,4,38,5,0,0,56,2,4,6,6,2,42,0,0,0,-1,77,1,3,-7,59
517,RIS_1,78,210,5,85,25,0,0,95,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,70
518,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
519,RIS_1,65,150,2,60,20,1,0,90,5,3,5,20,3,40,1,2,2,20,50,5,3,0,60
520,RIS_1,82,250,10,100,28,0,0,98,-7,7,8,28,2,35,0,1,1,12,60,3,2,0,65
521,RIS_1,70,180,3,70,22,1,0,92,6,4,6,22,4,55,2,3,3,25,55,6,4,0,80
522,RIS_1,88,320,12,130,32,0,0,100,-7,7,8,32,1,30,0,0,0,8,75,2,1,0,72
523,RIS_1,75,140,1,65,18,0,0,88,8,5,7,18,2,25,3,1,1,18,58,3,2,0,55
524,RIS_1,80,230,6,90,26,0,0,96,-7,7,8,26,3,60,0,2,2,14,62,4,3,0,68
525,RIS_1,72,170,4,75,24,1,0,94,7,4,6,24,5,45,1,2,2,22,52,5,4,0,62
526,RIS_0,68,190,7,80,15,2,1,85,4,5,7,15,3,50,0,3,3,40,70,6,3,1,75
527,RIS_0,60,130,2,55,10,1,1,80,5,6,8,10,2,40,0,2,2,50,65,4,2,0,70
528,RIS_0,55,110,1,50,8,2,2,75,6,7,8,8,3,35,0,1,1,55,60,3,1,0,65
529,RIS_0,65,200,5,85,12,3,2,78,3,6,8,12,4,55,0,4,4,45,72,5,4,1,80
530,RIS_0,58,120,3,60,9,1,1,82,7,5,7,9,2,30,0,2,2,58,68,3,2,0,72
531,RIS_0,62,140,4,65,11,2,1,79,5,6,8,11,3,40,0,3,3,52,63,4,3,0,68
532,RIS_0,70,220,6,95,14,1,1,88,4,5,7,14,4,50,0,2,2,48,75,5,4,1,75
533,RIS_0,53,100,2,45,7,3,2,70,8,7,8,7,2,25,0,1,1,60,58,2,1,0,60
534,RIS_0,67,180,5,80,13,2,1,84,6,6,8,13,3,45,0,3,3,42,70,4,3,0,70
535,RIS_0,59,150,3,70,10,1,1,81,5,5,7,10,2,35,0,2,2,56,65,3,2,0,65
536,RIS_1,78,210,5,89,25,0,0,95,12,6,6,25,2,45,3,1,1,15,65,3,2,0,60
537,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
538,RIS_1,65,150,2,75,20,1,0,90,5,3,5,20,3,40,2,2,2,20,50,5,3,0,55
539,RIS_1,88,350,10,130,28,0,0,100,-7,7,8,28,1,30,0,2,2,12,45,2,2,1,52
540,RIS_1,70,250,1,80,32,1,0,85,8,4,2,32,3,35,0,1,1,35,50,7,3,3,58
541,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,55,0,1,1,6,-7,2,2,0,68
542,RIS_1,84,375,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,11,-7,7,1,0,74
543,RIS_1,58,120,4,60,22,2,2,70,3,4,4,28,3,60,0,1,1,7,85,2,3,0,85
544,RIS_1,75,125,3,65,17,0,0,88,10,4,6,18,2,20,-6,2,2,4,85,2,2,0,45
545,RIS_1,83,215,35,130,14,0,0,86,11,6,6,14,0,25,3,1,1,2,-7,1,2,0,52
546,RIS_1,67,170,5,85,33,2,1,88,4,0,5,32,2,15,2,1,1,15,30,10,3,0,66
547,RIS_1,76,150,2,70,19,1,0,90,16,6,5,22,4,45,4,1,1,10,60,3,4,0,66
548,RIS_1,72,70,4,45,14,0,0,88,15,6,6,2,3,25,0,1,1,9,-7,2,1,0,40
549,RIS_1,79,160,7,80,28,0,0,100,-7,7,8,42,3,35,0,1,1,23,80,5,3,0,70
550,RIS_1,81,195,20,75,14,0,0,92,30,6,6,14,0,50,14,0,0,3,55,2,2,-7,82
551,RIS_0,74,75,3,40,13,0,0,100,-7,7,8,14,2,25,-7,0,0,60,70,3,2,0,87
552,RIS_0,67,220,3,65,22,0,0,95,2,4,6,24,3,50,0,2,2,42,70,4,2,1,66
553,RIS_0,57,160,2,70,2,5,4,70,35,6,5,8,2,45,0,2,2,0,-7,0,1,0,66
554,RIS_0,63,60,6,35,5,0,0,55,4,4,6,6,2,40,0,0,0,0,75,0,1,-7,58
555,RIS_1,78,210,5,89,22,0,0,95,-7,7,8,22,2,45,0,1,1,15,65,3,2,0,68
556,RIS_1,85,290,8,112,28,0,0,100,-7,7,8,28,1,38,0,0,0,10,72,4,1,0,75
557,RIS_1,72,145,3,67,19,1,0,88,5,3,5,20,3,42,2,2,2,7,58,3,3,0,52
558,RIS_1,89,330,12,125,25,0,0,100,-7,7,8,25,1,30,0,2,2,12,50,2,2,1,55
559,RIS_1,65,250,2,82,32,1,0,85,6,4,2,34,3,35,0,1,1,34,45,7,3,3,60
560,RIS_1,90,300,10,105,16,0,0,100,-7,7,8,16,2,55,0,1,1,6,-7,2,2,0,70
561,RIS_1,84,370,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,11,-7,7,1,0,78
562,RIS_1,58,120,4,60,22,2,2,70,3,4,4,28,3,60,0,1,1,7,85,2,4,0,85
563,RIS_1,76,125,1,65,17,0,0,88,8,4,6,18,2,22,-7,2,2,4,85,2,2,0,45
564,RIS_1,83,215,35,130,14,0,0,86,11,6,6,14,0,21,3,1,1,0,-7,1,2,0,52
565,RIS_1,67,170,3,85,33,2,1,88,4,0,5,32,2,15,2,1,1,15,30,10,3,0,68
566,RIS_1,79,150,0,70,19,1,0,90,14,6,5,22,4,45,4,1,1,10,60,3,5,0,65
567,RIS_1,75,70,2,48,14,0,0,88,13,6,6,2,3,25,0,1,1,9,-7,2,1,0,40
568,RIS_1,80,160,7,80,28,0,0,100,-7,7,8,42,3,35,0,1,1,23,80,5,4,0,72
569,RIS_1,81,195,20,75,14,0,0,92,30,6,6,14,0,50,14,0,0,3,55,2,3,-7,85
570,RIS_0,74,75,1,40,13,0,0,100,-7,7,8,14,2,25,-7,0,0,60,70,4,3,0,90
571,RIS_0,69,220,1,68,22,0,0,95,0,4,6,24,3,50,0,2,2,42,70,5,3,1,65
572,RIS_0,57,160,0,70,0,5,4,70,33,6,5,8,2,45,0,2,2,-1,-7,0,1,0,65
573,RIS_0,63,60,4,38,5,0,0,55,2,4,6,6,2,40,0,0,0,-1,75,0,2,-7,58
574,RIS_1,78,210,5,85,22,0,0,100,-7,7,8,22,2,45,0,1,1,15,65,3,2,0,70
575,RIS_1,85,300,8,120,25,0,0,100,-7,7,8,25,1,50,0,0,0,10,70,4,1,0,75
576,RIS_1,65,150,3,60,20,1,0,90,5,3,5,20,3,40,2,2,2,20,50,5,2,0,60
577,RIS_1,82,250,10,100,30,0,0,100,-7,7,8,30,2,35,0,2,2,25,55,6,3,1,65
578,RIS_1,70,180,2,70,18,1,0,85,8,4,6,18,4,30,1,3,3,30,60,7,4,2,55
579,RIS_1,88,320,12,110,28,0,0,100,-7,7,8,28,1,60,0,1,1,5,75,2,1,0,80
580,RIS_1,84,350,6,140,27,0,0,100,-7,7,8,27,1,20,14,0,0,15,80,3,1,0,85
581,RIS_1,58,130,4,65,24,2,1,75,3,4,4,24,3,65,0,1,1,10,85,3,5,0,90
582,RIS_1,76,140,1,68,19,0,0,88,10,5,7,19,2,25,-7,2,2,8,90,3,3,0,50
583,RIS_1,80,230,35,125,16,0,0,86,13,7,7,16,0,22,5,1,1,2,95,2,3,0,55
584,RIS_1,68,190,5,90,35,1,0,88,4,1,6,35,3,15,4,1,1,20,40,12,4,0,70
585,RIS_1,79,170,2,75,21,1,0,92,16,7,6,21,4,50,6,1,1,12,70,4,6,0,72
586,RIS_1,75,90,4,55,16,0,0,90,15,7,7,4,3,30,2,1,1,12,100,3,2,0,45
587,RIS_1,81,180,9,88,30,0,0,100,-7,7,8,45,4,35,0,1,1,26,90,7,5,0,78
588,RIS_0,74,85,3,45,15,0,0,100,-7,7,8,16,3,30,-8,0,0,65,80,5,4,0,92
589,RIS_0,67,230,3,72,24,0,0,97,2,5,7,26,4,55,0,4,4,48,80,6,4,2,70
590,RIS_0,57,170,2,73,2,7,6,76,35,7,6,10,3,55,0,4,4,5,100,1,2,0,72
591,RIS_0,63,70,6,42,7,0,0,60,4,5,7,8,3,45,0,1,1,5,85,1,3,-8,65
592,RIS_0,73,165,70,108,10,3,3,100,-7,1,9,12,1,5,0,0,0,5,100,2,-8,0,15
593,RIS_1,78,210,5,85,22,0,0,95,12,6,6,22,2,45,4,1,1,15,65,3,2,0,68
594,RIS_1,85,300,8,120,25,0,0,100,-7,7,8,25,1,60,0,0,0,10,70,4,1,0,75
595,RIS_1,70,150,2,70,20,1,0,90,5,3,5,20,3,35,2,2,2,20,50,5,3,0,55
596,RIS_1,88,350,10,130,27,0,0,100,-7,7,8,27,1,25,0,2,2,12,45,2,2,1,48
597,RIS_1,65,250,1,80,30,1,0,85,8,4,2,30,3,30,0,1,1,35,45,7,3,3,58
598,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,50,0,1,1,6,-7,2,1,0,65
599,RIS_1,87,375,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,11,-7,7,1,0,74
600,RIS_1,58,120,4,60,22,2,2,70,3,4,4,28,3,60,0,1,1,7,85,2,3,0,85
601,RIS_1,75,125,1,65,17,0,0,88,10,4,6,18,2,20,-7,2,2,4,85,1,1,0,42
602,RIS_1,83,215,35,130,14,0,0,86,13,6,6,14,0,18,3,1,1,0,-7,1,1,0,48
603,RIS_1,67,170,3,85,33,2,1,88,4,0,5,32,2,13,2,1,1,15,30,10,2,0,65
604,RIS_1,76,150,0,70,19,1,0,90,16,6,5,22,4,45,4,1,1,10,60,2,4,0,65
605,RIS_1,74,70,2,45,14,0,0,88,15,6,6,2,2,25,0,1,1,9,-7,1,0,0,35
606,RIS_1,79,160,7,80,28,0,0,100,-7,7,8,42,3,28,0,1,1,23,80,5,3,0,70
607,RIS_1,81,195,20,75,14,0,0,92,33,6,6,14,0,50,14,0,0,3,55,1,2,-7,82
608,RIS_0,72,75,1,40,13,0,0,100,-7,7,8,14,2,25,-7,0,0,60,70,3,2,0,85
609,RIS_0,67,220,1,65,22,0,0,95,2,4,6,24,3,50,0,2,2,42,70,4,2,1,65
610,RIS_0,57,160,0,70,0,5,4,70,35,6,5,8,2,45,0,2,2,-1,-7,-1,0,0,65
611,RIS_0,63,60,4,35,5,0,0,55,4,4,6,6,2,40,0,0,0,-1,75,-1,1,-7,58
612,RIS_1,78,210,5,85,25,0,0,95,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,70
613,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
614,RIS_1,65,150,2,60,20,1,0,90,5,3,5,20,3,40,1,2,2,20,50,5,3,0,60
615,RIS_1,90,350,10,130,35,0,0,100,-7,7,8,35,1,30,0,0,0,5,80,2,1,0,80
616,RIS_1,70,200,3,70,22,1,0,85,6,4,6,22,4,35,2,3,3,25,55,6,4,0,65
617,RIS_1,80,250,6,90,28,0,0,100,-7,7,8,28,2,55,0,1,1,12,75,3,2,0,72
618,RIS_1,75,180,4,75,24,0,0,92,8,5,7,24,3,48,1,2,2,18,60,4,3,0,68
619,RIS_1,88,320,9,110,32,0,0,100,-7,7,8,32,1,25,0,0,0,8,85,1,1,0,82
620,RIS_1,72,170,1,65,21,1,0,88,7,4,6,21,5,42,3,4,4,22,58,5,4,0,62
621,RIS_1,82,280,7,100,29,0,0,100,-7,7,8,29,2,60,0,1,1,14,78,2,2,0,77
622,RIS_1,68,190,2,68,23,1,0,86,9,5,7,23,4,38,2,3,3,24,52,6,3,0,63
623,RIS_1,84,290,8,105,31,0,0,100,-7,7,8,31,1,20,0,0,0,9,82,1,1,0,79
624,RIS_1,74,160,3,72,26,0,0,93,10,6,8,26,3,45,1,2,2,17,63,4,3,0,67
625,RIS_1,86,310,10,115,33,0,0,100,-7,7,8,33,1,15,0,0,0,7,88,1,1,0,84
626,RIS_0,67,140,1,58,18,2,1,80,4,3,5,18,5,50,0,4,4,30,45,7,5,1,55
627,RIS_0,58,130,2,55,16,3,2,75,5,4,6,16,6,52,1,5,5,35,40,8,6,2,50
628,RIS_0,62,120,3,50,14,4,3,70,6,5,7,14,7,54,2,6,6,40,35,9,7,3,45
629,RIS_0,55,110,4,45,12,5,4,65,7,6,8,12,8,56,3,7,7,45,30,10,8,4,40
630,RIS_0,60,100,5,40,10,6,5,60,8,7,8,10,9,58,4,8,8,50,25,11,9,5,35
631,RIS_1,78,210,5,89,25,0,0,95,12,6,6,25,2,45,2,1,1,15,65,3,2,0,60
632,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
633,RIS_1,65,150,3,75,20,1,0,90,5,3,5,20,3,40,1,2,2,20,50,5,3,0,55
634,RIS_1,90,350,10,130,35,0,0,100,-7,7,8,35,1,30,0,1,1,5,80,2,1,0,80
635,RIS_1,70,200,2,80,22,2,1,85,8,4,4,22,4,35,0,3,3,25,55,6,4,1,65
636,RIS_1,82,250,6,100,28,0,0,100,-7,7,8,28,2,55,0,2,2,8,75,3,2,0,70
637,RIS_1,75,180,4,85,24,1,0,92,6,5,5,24,3,48,1,1,1,12,60,4,3,0,58
638,RIS_1,88,320,9,110,32,0,0,100,-7,7,8,32,1,25,0,0,0,7,85,1,1,0,85
639,RIS_1,68,170,1,78,21,1,0,88,7,4,6,21,2,42,0,2,2,18,58,5,2,0,62
640,RIS_1,83,280,7,105,29,0,0,100,-7,7,8,29,1,20,0,1,1,9,78,2,1,0,82
641,RIS_1,72,190,3,82,23,2,1,87,9,5,5,23,4,38,0,3,3,22,52,7,4,1,68
642,RIS_1,86,310,8,115,31,0,0,100,-7,7,8,31,1,15,0,0,0,6,82,1,1,0,88
643,RIS_1,67,160,2,77,20,1,0,89,8,5,6,20,3,45,0,2,2,17,56,6,3,0,64
644,RIS_1,84,290,7,108,30,0,0,100,-7,7,8,30,1,22,0,1,1,8,77,2,1,0,83
645,RIS_1,71,185,4,83,22,2,1,86,10,6,6,22,4,40,0,3,3,21,54,7,4,1,67
646,RIS_1,87,330,10,125,33,0,0,100,-7,7,8,33,1,18,0,0,0,5,84,1,1,0,87
647,RIS_1,69,175,3,80,21,1,0,90,9,6,6,21,3,43,0,2,2,16,57,6,3,0,63
648,RIS_1,89,340,11,128,34,0,0,100,-7,7,8,34,1,12,0,0,0,4,86,1,1,0,89
649,RIS_1,73,195,5,84,23,2,1,88,11,7,7,23,4,37,0,3,3,20,53,8,4,1,66
650,RIS_1,78,210,5,85,22,0,0,95,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,72
651,RIS_1,85,300,8,120,28,0,0,100,-7,7,8,30,1,35,0,0,0,10,70,4,1,0,80
652,RIS_1,72,150,2,75,20,1,0,90,5,3,5,18,3,40,1,2,2,8,60,2,3,0,65
653,RIS_1,88,320,10,130,25,0,0,100,-7,7,8,28,1,30,0,2,2,12,50,3,2,0,75
654,RIS_1,65,250,1,80,32,1,0,85,6,4,2,34,3,33,0,1,1,35,45,7,3,3,58
655,RIS_1,89,310,12,110,16,0,0,100,-7,7,8,16,2,52,0,2,2,6,-7,2,2,0,68
656,RIS_1,84,375,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,11,-7,7,1,0,74
657,RIS_1,58,120,4,60,22,2,2,70,1,4,4,28,3,60,0,1,1,7,85,2,4,0,85
658,RIS_1,75,125,1,65,17,0,0,88,8,4,6,18,2,20,-7,2,2,4,85,2,2,0,45
659,RIS_1,83,215,36,130,14,0,0,86,11,6,6,14,0,19,3,1,1,0,-7,1,2,0,49
660,RIS_1,67,170,3,85,33,2,1,88,2,0,5,32,2,13,2,1,1,15,30,10,3,0,66
661,RIS_1,76,150,0,70,19,1,0,90,14,6,5,22,4,47,4,1,1,10,60,3,5,0,66
662,RIS_1,74,70,2,45,14,0,0,88,13,6,6,2,3,27,0,1,1,9,-7,2,1,0,37
663,RIS_1,79,160,7,80,28,0,0,100,-7,7,8,42,3,29,0,1,1,23,80,5,4,0,70
664,RIS_1,81,195,20,75,14,0,0,92,31,6,6,14,0,52,14,0,0,3,55,2,3,-7,82
665,RIS_0,72,75,1,40,13,0,0,100,-7,7,8,14,2,26,-7,0,0,60,70,3,3,0,87
666,RIS_0,67,220,1,65,22,0,0,95,0,4,6,24,3,51,0,2,2,43,70,4,3,1,66
667,RIS_0,57,160,0,70,0,5,4,70,33,6,5,8,2,49,0,2,2,-1,-7,0,1,0,66
668,RIS_0,63,60,4,35,5,0,0,55,2,4,6,6,2,42,0,0,0,-1,75,0,2,-7,59
669,RIS_1,78,210,5,85,25,0,0,100,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,70
670,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
671,RIS_1,65,150,2,60,20,1,0,90,5,3,5,20,3,40,1,2,2,20,50,5,3,0,60
672,RIS_1,88,350,10,130,28,0,0,100,-7,7,8,28,1,30,0,2,2,12,45,2,3,1,55
673,RIS_1,70,250,1,80,35,1,0,85,6,4,2,30,3,35,0,1,1,30,50,7,3,3,65
674,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,55,0,2,2,6,-8,2,2,0,70
675,RIS_1,87,380,8,160,27,0,0,100,-7,7,8,30,1,15,14,0,0,13,-8,8,1,0,80
676,RIS_1,58,130,6,65,24,2,2,75,3,4,4,30,3,65,0,1,1,9,90,2,4,0,90
677,RIS_1,75,135,3,70,19,0,0,90,8,4,6,20,2,22,-7,2,2,6,90,2,2,0,45
678,RIS_1,83,230,38,135,16,0,0,88,11,6,6,16,0,21,3,1,1,2,-8,1,2,0,55
679,RIS_1,67,180,5,90,35,2,1,90,4,0,5,34,2,15,2,1,1,17,35,12,3,0,70
680,RIS_1,78,160,2,75,21,1,0,92,14,6,5,24,4,50,4,1,1,12,65,3,5,0,70
681,RIS_1,74,80,4,55,16,0,0,90,13,6,6,4,3,30,0,1,1,11,-8,2,1,0,40
682,RIS_1,79,170,9,85,30,0,0,100,-7,7,8,44,3,35,0,1,1,25,85,6,4,0,75
683,RIS_1,81,200,22,80,16,0,0,94,31,6,6,16,0,55,14,0,0,5,60,2,3,-8,85
684,RIS_0,72,85,3,45,15,0,0,100,-7,7,8,16,2,28,-7,0,0,62,75,4,3,0,90
685,RIS_0,69,230,3,75,24,0,0,97,2,4,6,26,3,55,0,4,4,45,75,5,3,1,70
686,RIS_0,57,170,2,75,2,7,6,76,35,6,5,10,2,55,0,4,4,1,-8,0,1,0,70
687,RIS_0,63,70,6,40,7,0,0,58,4,4,6,8,2,45,0,1,1,1,80,0,2,-8,65
688,RIS_1,78,210,5,89,25,0,0,100,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,72
689,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,80
690,RIS_1,72,150,2,75,20,1,0,90,5,3,5,20,3,40,2,2,2,20,50,5,3,0,60
691,RIS_1,88,350,10,130,28,0,0,100,-7,7,8,28,1,30,0,2,2,12,45,2,2,1,55
692,RIS_1,65,250,1,80,32,1,0,85,6,4,2,32,3,35,0,1,1,35,45,7,3,3,58
693,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,55,0,1,1,6,-7,2,2,0,65
694,RIS_1,84,375,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,11,-7,7,1,0,74
695,RIS_1,58,120,4,60,22,2,2,70,1,4,4,28,3,60,0,1,1,7,85,2,4,0,85
696,RIS_1,75,125,1,65,17,0,0,88,8,4,6,18,2,20,-6,2,2,4,85,2,2,0,43
697,RIS_1,83,215,36,130,14,0,0,86,11,6,6,14,0,19,3,1,1,0,-7,1,2,0,49
698,RIS_1,67,170,3,85,33,2,1,88,2,0,5,32,2,13,2,1,1,15,30,10,3,0,66
699,RIS_1,76,150,0,70,19,1,0,90,14,6,5,22,4,45,4,1,1,10,60,3,5,0,66
700,RIS_1,74,70,2,45,14,0,0,88,13,6,6,2,3,25,0,1,1,9,-7,2,1,0,37
701,RIS_1,79,160,7,80,28,0,0,100,-7,7,8,42,3,25,0,1,1,23,80,5,4,0,70
702,RIS_1,81,195,20,75,14,0,0,92,30,6,6,14,0,50,14,0,0,3,55,2,3,-7,82
703,RIS_0,74,75,1,40,13,0,0,100,-7,7,8,14,2,25,-7,0,0,60,70,3,3,0,87
704,RIS_0,69,220,1,65,22,0,0,95,0,4,6,24,3,50,0,2,2,43,70,4,3,1,66
705,RIS_0,57,160,0,70,0,5,4,70,33,6,5,8,2,45,0,2,2,-1,-7,0,1,0,66
706,RIS_0,63,60,4,35,5,0,0,55,2,4,6,6,2,40,0,0,0,-1,75,0,2,-7,59
707,RIS_1,78,210,5,85,22,0,0,95,-7,7,8,22,2,45,2,1,1,15,65,3,2,0,68
708,RIS_1,85,300,8,120,25,0,0,100,-7,7,8,25,1,60,0,0,0,10,70,4,1,0,75
709,RIS_1,70,150,4,70,20,1,0,90,5,3,5,20,3,40,3,2,2,20,50,5,3,0,60
710,RIS_1,88,350,10,130,27,0,0,100,-7,7,8,27,1,25,0,2,2,12,45,3,2,1,55
711,RIS_1,65,250,2,80,32,1,0,85,6,4,3,32,3,35,1,1,1,35,45,7,2,2,58
712,RIS_1,89,310,12,110,18,0,0,100,-7,7,8,18,2,55,0,1,1,6,-7,3,1,0,70
713,RIS_1,87,375,6,150,25,0,0,100,-7,7,8,28,1,15,14,0,0,11,-7,7,1,0,74
714,RIS_1,58,120,6,60,22,2,1,70,3,3,4,28,3,60,1,1,1,7,85,3,3,0,85
715,RIS_1,75,125,3,65,17,0,0,88,8,3,5,18,2,20,-7,2,2,4,85,2,1,0,45
716,RIS_1,83,215,35,130,14,0,0,86,11,5,5,14,0,19,3,1,1,2,-7,1,1,0,52
717,RIS_1,67,170,5,85,33,1,1,88,4,1,4,32,2,15,2,1,1,15,30,10,2,0,65
718,RIS_1,76,150,2,70,19,1,0,90,14,5,4,22,4,45,4,1,1,10,60,4,4,0,65
719,RIS_1,74,70,4,45,14,0,0,88,13,5,5,2,3,25,2,1,1,9,-7,1,1,0,40
720,RIS_1,79,160,9,80,28,0,0,100,-7,7,8,42,3,35,1,1,1,23,80,5,3,0,70
721,RIS_1,81,195,20,75,14,0,0,92,30,5,5,14,0,50,14,0,0,3,55,2,2,-7,82
722,RIS_0,72,75,3,40,13,0,0,100,-7,7,8,14,2,25,-7,0,0,60,70,3,2,0,87
723,RIS_0,67,220,3,65,22,0,0,95,2,3,5,24,3,50,1,2,2,43,70,4,2,1,65
724,RIS_0,57,160,2,70,2,5,4,70,33,5,4,8,2,45,1,2,2,1,-7,0,1,0,65
725,RIS_0,63,60,6,35,5,0,0,55,4,3,5,6,2,40,1,0,0,1,75,0,1,-7,58
726,RIS_1,78,210,5,85,25,0,0,95,-7,7,8,25,2,45,0,1,1,15,65,3,2,0,70
727,RIS_1,85,300,8,120,30,0,0,100,-7,7,8,30,1,50,0,0,0,10,70,4,1,0,75
728,RIS_1,65,150,2,60,20,1,0,90,5,3,5,20,3,40,2,2,2,20,50,5,3,0,60
729,RIS_1,82,250,10,100,35,0,0,100,-7,7,8,35,2,55,0,1,1,25,60,6,2,0,80
730,RIS_1,70,180,3,70,22,1,0,92,6,4,6,22,4,35,1,3,3,30,55,7,4,0,65
731,RIS_1,88,320,12,110,28,0,0,100,-7,7,8,28,1,60,0,0,0,5,75,2,1,0,85
732,RIS_1,75,140,1,65,18,0,0,88,8,5,7,18,2,30,3,1,1,35,45,3,2,0,55
733,RIS_1,83,270,9,105,32,0,0,100,-7,7,8,32,1,65,0,0,0,12,80,5,1,0,90
734,RIS_1,68,160,4,75,24,1,0,93,7,4,6,24,3,42,2,2,2,40,58,6,3,0,68
735,RIS_1,84,290,7,115,29,0,0,100,-7,7,8,29,1,58,0,0,0,8,72,4,1,0,82
736,RIS_1,72,170,6,80,26,1,0,94,9,5,7,26,4,48,1,3,3,45,62,7,4,0,72
737,RIS_1,86,310,11,125,31,0,0,100,-7,7,8,31,1,62,0,0,0,7,78,3,1,0,88
738,RIS_1,67,190,5,90,27,1,0,95,10,6,8,27,5,52,2,4,4,50,65,8,5,0,75
739,RIS_1,81,280,6,95,33,0,0,100,-7,7,8,33,1,68,0,0,0,9,85,5,1,0,92
740,RIS_0,69,200,7,100,34,1,1,89,11,5,7,34,6,70,3,5,5,55,68,9,6,1,78
