index,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
4916.0,59,163,18,80,5,1,1,83,-8,6,6,6,0,83,6,0,0,101,42,1,2,1,100,RIS_0
4917.0,82,157,8,82,22,0,0,100,-7,7,8,22,1,50,0,2,2,2,85,1,2,0,60,RIS_1
4918.0,60,43,1,16,9,0,0,100,-7,7,8,10,6,40,-7,2,2,96,42,3,2,1,83,RIS_0
4919.0,67,134,2,52,23,0,0,92,63,6,6,25,3,25,0,10,9,30,-8,5,2,1,64,RIS_0
4920.0,76,134,35,84,21,0,0,95,-8,6,6,21,0,52,-7,0,0,38,-8,1,1,0,67,RIS_0
4921.0,76,288,1,85,32,0,0,100,-7,7,8,33,3,6,5,1,1,22,74,20,1,0,81,RIS_0
4922.0,86,264,5,134,17,0,0,100,-7,7,8,17,2,12,-8,0,0,13,95,6,2,0,67,RIS_1
4923.0,57,232,3,83,21,0,0,63,0,4,6,24,3,29,4,1,1,90,36,10,2,4,93,RIS_1
4924.0,86,194,13,73,8,0,0,100,-7,7,8,8,0,75,-8,0,0,6,14,2,2,0,100,RIS_1
4925.0,83,479,11,114,30,0,0,100,-7,7,8,30,1,13,0,1,0,2,-8,2,1,1,21,RIS_1
4926.0,64,111,5,50,14,2,2,81,39,6,2,16,1,31,1,7,7,43,69,4,2,0,100,RIS_1
4927.0,65,124,5,65,12,2,2,92,44,6,2,20,1,23,-7,1,1,5,-8,2,1,-8,75,RIS_0
4928.0,67,258,1,101,60,0,0,95,27,6,6,61,4,33,0,9,8,36,62,7,3,0,59,RIS_0
4929.0,86,348,43,170,11,0,0,100,-7,7,8,11,0,18,0,1,1,23,-8,4,1,0,63,RIS_0
4930.0,66,206,9,76,36,2,1,79,8,4,4,38,2,53,0,0,0,60,78,8,2,2,83,RIS_0
4931.0,90,351,4,110,34,0,0,100,-7,7,8,36,3,44,4,1,1,2,77,1,8,0,53,RIS_1
4932.0,88,393,6,107,28,0,0,100,-7,7,8,22,2,29,-7,0,0,0,-8,6,2,0,44,RIS_1
4933.0,84,223,1,75,18,0,0,100,-7,7,8,20,2,40,0,0,0,10,-8,4,1,1,71,RIS_1
4934.0,90,374,6,99,19,0,0,100,-7,7,8,19,2,74,6,0,0,5,95,1,2,0,60,RIS_1
4935.0,63,329,2,148,27,4,3,85,44,6,4,33,4,33,2,5,5,37,71,7,2,1,82,RIS_1
4936.0,60,180,2,61,12,8,6,67,30,6,2,18,3,44,-7,0,0,46,97,4,1,2,86,RIS_0
4937.0,80,148,3,103,16,0,0,100,-7,7,8,16,1,75,3,1,1,47,51,1,6,1,88,RIS_1
4938.0,75,499,2,88,33,0,0,100,-7,7,8,36,4,53,1,4,4,29,80,7,6,2,72,RIS_1
4939.0,52,30,4,16,23,1,0,96,4,3,5,24,7,8,1,2,2,35,-8,17,1,1,78,RIS_1
4940.0,63,140,13,76,22,0,0,95,22,6,6,22,0,23,0,3,3,91,-8,2,1,2,60,RIS_0
4941.0,89,210,5,96,23,0,0,100,-7,7,8,24,1,21,15,0,0,3,-8,4,1,0,56,RIS_1
4942.0,69,33,4,16,5,0,0,100,-7,7,8,5,1,20,0,3,2,53,92,3,1,0,100,RIS_0
4943.0,68,319,2,127,26,0,0,93,20,6,6,28,2,29,0,0,0,29,47,9,4,2,62,RIS_0
4944.0,75,162,8,93,18,1,1,95,25,6,2,19,1,26,0,0,0,19,82,4,3,0,78,RIS_1
4945.0,65,125,1,62,44,0,0,100,-7,7,8,3,3,20,1,1,1,45,93,13,1,4,61,RIS_0
4946.0,76,163,5,80,44,0,0,100,-7,7,8,68,2,28,-7,1,1,14,57,8,3,2,58,RIS_1
4947.0,67,94,14,43,5,1,0,86,29,6,5,7,0,14,0,0,0,54,-8,4,-8,2,80,RIS_1
4948.0,66,386,23,101,23,0,0,96,6,4,6,23,0,30,14,0,0,65,60,7,2,2,100,RIS_1
4949.0,74,47,13,28,6,0,0,100,-7,7,8,7,0,43,0,0,0,-8,47,1,2,-8,100,RIS_0
4950.0,68,295,3,107,20,0,0,90,2,4,6,21,1,24,0,1,1,32,-8,4,1,2,56,RIS_1
4951.0,62,200,2,78,30,0,0,90,5,4,6,31,2,26,0,0,0,53,-8,6,1,0,54,RIS_0
4952.0,86,191,7,80,25,0,0,100,-7,7,8,26,3,50,1,2,2,16,98,1,1,0,50,RIS_1
4953.0,80,174,13,75,23,0,0,100,-7,7,8,23,0,35,16,0,0,21,-8,2,1,1,60,RIS_1
4954.0,63,191,23,68,12,1,1,92,4,0,6,8,0,58,4,1,1,4,40,1,3,0,67,RIS_0
4955.0,55,152,9,43,31,0,0,97,12,6,6,43,3,32,1,12,12,92,-8,7,1,7,82,RIS_0
4956.0,90,396,7,121,23,0,0,100,-7,7,8,23,1,22,7,0,0,1,-8,1,1,0,20,RIS_1
4957.0,76,129,11,52,10,0,0,100,-7,7,8,10,1,60,0,1,1,6,95,2,3,-8,83,RIS_0
4958.0,71,200,3,83,20,0,0,95,16,6,6,20,1,25,-7,0,0,53,62,7,3,1,71,RIS_0
4959.0,64,179,13,70,17,0,0,78,1,4,6,18,0,50,4,1,1,57,22,4,2,0,75,RIS_0
4960.0,54,117,7,63,18,2,1,77,3,4,5,23,1,41,0,0,0,26,93,3,2,1,50,RIS_0
4961.0,88,154,11,69,9,0,0,100,-7,7,8,22,1,67,10,1,1,2,70,1,3,0,80,RIS_1
4962.0,75,69,1,39,16,0,0,100,-7,7,8,18,4,17,0,2,2,21,-8,4,1,0,50,RIS_1
4963.0,71,236,11,96,22,0,0,100,-7,7,8,25,1,52,1,2,2,95,-8,3,1,2,80,RIS_0
4964.0,81,212,1,93,37,0,0,100,-7,7,8,44,5,16,2,3,3,19,-8,4,2,1,35,RIS_1
4965.0,56,66,2,25,13,2,2,93,52,6,4,16,6,40,0,2,2,80,95,8,5,2,100,RIS_0
4966.0,81,336,19,68,6,0,0,100,-7,7,8,10,0,50,18,0,0,73,-8,1,1,0,100,RIS_0
4967.0,67,-8,2,17,11,0,0,100,-7,7,8,0,6,8,-7,2,2,65,-8,6,1,1,70,RIS_0
4968.0,62,262,2,93,36,0,0,100,-7,7,8,37,1,35,19,0,0,92,56,13,5,8,100,RIS_1
4969.0,56,-8,37,90,11,7,5,55,4,0,2,20,0,65,9,0,0,-8,12,1,1,0,100,RIS_0
4970.0,83,347,7,137,24,0,0,100,-7,7,8,28,1,21,4,2,2,4,-8,3,2,0,56,RIS_1
4971.0,79,161,5,85,7,0,0,100,-7,7,8,9,2,78,0,3,3,14,-8,2,1,0,100,RIS_0
4972.0,66,389,39,114,19,1,0,78,17,6,5,23,0,35,0,6,6,62,-8,3,2,2,63,RIS_0
4973.0,60,299,6,123,9,2,2,60,30,6,4,9,3,27,0,1,1,65,70,6,2,0,100,RIS_0
4974.0,78,267,22,173,13,0,0,92,72,6,6,14,0,8,-7,0,0,71,-8,2,1,1,50,RIS_1
4975.0,89,159,11,62,9,0,0,100,-7,7,8,9,3,22,11,1,0,2,-8,1,1,0,33,RIS_1
4976.0,81,261,4,67,22,0,0,100,-7,7,8,24,2,33,0,1,1,29,68,3,3,1,50,RIS_0
4977.0,57,158,4,77,38,0,0,85,2,4,6,39,1,51,0,3,3,44,49,13,6,2,90,RIS_0
4978.0,55,584,13,172,17,0,0,76,4,4,6,17,0,24,0,8,8,61,72,8,1,1,100,RIS_0
4979.0,68,267,7,70,31,0,0,90,17,6,6,31,1,45,4,1,1,31,65,8,4,0,80,RIS_1
4980.0,69,434,5,141,18,1,0,95,4,3,5,19,2,37,0,1,1,47,99,5,2,-8,78,RIS_0
4981.0,66,128,7,63,48,1,0,93,23,6,5,55,6,40,1,2,1,39,77,7,2,1,77,RIS_1
4982.0,69,194,2,79,15,0,0,71,25,6,6,17,2,29,-7,6,6,1,22,3,3,1,60,RIS_1
4983.0,89,346,46,130,11,0,0,100,-7,7,8,26,0,9,-7,1,1,2,-8,3,-8,0,50,RIS_1
4984.0,84,270,12,104,33,0,0,100,-7,7,8,33,0,36,0,3,3,0,84,1,3,0,31,RIS_1
4985.0,65,184,7,77,24,2,2,88,4,4,2,27,1,46,0,2,2,19,80,1,3,0,44,RIS_1
4986.0,60,343,5,58,5,2,1,67,1,4,5,10,2,17,6,0,0,5,93,4,1,0,83,RIS_0
4987.0,68,116,21,59,31,2,2,97,15,6,6,33,0,52,0,1,1,16,44,2,6,0,75,RIS_0
4988.0,88,160,13,79,7,0,0,100,-7,7,8,14,0,29,-7,0,0,8,72,2,2,0,67,RIS_1
4989.0,78,234,11,115,15,0,0,93,-8,6,6,15,1,33,0,0,0,76,57,3,2,1,63,RIS_0
4990.0,71,240,2,15,3,0,0,100,-7,7,8,7,2,0,1,2,2,40,-8,1,-8,0,33,RIS_0
4991.0,72,79,2,26,13,0,0,100,-7,7,8,15,2,27,0,1,1,28,65,6,3,1,69,RIS_0
4992.0,70,150,22,91,20,1,1,81,7,4,6,22,0,18,1,1,1,15,-8,2,1,0,38,RIS_0
4993.0,85,148,4,58,42,0,0,100,-7,7,8,62,4,9,0,3,3,2,100,3,2,0,24,RIS_1
4994.0,69,74,72,73,2,1,1,100,-7,6,8,2,0,100,0,0,0,-8,4,-8,1,-8,100,RIS_0
4995.0,81,178,4,76,22,0,0,100,-7,7,8,16,1,9,13,0,0,22,-8,4,1,1,42,RIS_1
4996.0,86,256,20,194,20,0,0,100,-7,7,8,25,0,40,-7,0,0,0,63,0,1,0,25,RIS_1
4997.0,77,133,1,64,22,0,0,91,24,6,6,23,1,61,1,1,1,33,79,1,4,0,71,RIS_1
4998.0,69,140,4,60,21,0,0,100,-7,7,8,22,5,55,-7,3,3,70,-8,6,1,1,88,RIS_0
4999.0,70,54,0,98,26,0,0,82,3,4,6,2,3,21,0,2,2,7,96,4,2,0,35,RIS_0
5000.0,69,276,3,118,33,0,0,97,41,6,6,35,1,17,3,2,2,69,100,9,2,6,67,RIS_1
5001.0,66,173,1,75,30,0,0,97,7,4,6,32,1,38,-7,1,0,43,100,6,1,1,70,RIS_0
5002.0,89,166,6,96,19,0,0,100,-7,7,8,19,1,32,9,0,0,10,66,4,2,1,75,RIS_0
5003.0,64,330,10,112,8,1,0,67,6,4,5,9,1,33,0,0,0,84,89,4,2,2,75,RIS_0
5004.0,69,180,2,99,27,0,0,100,-7,7,8,19,1,20,2,3,3,81,-8,5,1,3,78,RIS_1
5005.0,65,266,2,96,25,3,3,89,10,4,6,31,4,57,0,0,0,27,95,8,4,1,87,RIS_0
5006.0,69,146,5,73,31,0,0,100,-7,7,8,31,4,29,0,2,2,63,52,6,4,3,83,RIS_0
5007.0,58,184,3,66,30,0,0,94,1,4,6,31,1,13,0,1,1,47,-8,9,1,2,80,RIS_0
5008.0,65,147,8,57,9,4,4,82,35,6,2,11,2,91,7,0,0,64,73,1,4,0,100,RIS_1
5009.0,66,115,15,64,13,2,1,93,41,6,5,15,0,14,0,5,4,66,-8,5,1,2,75,RIS_0
5010.0,87,278,48,143,6,0,0,100,-7,7,8,6,0,0,0,0,0,12,-8,3,-8,0,100,RIS_1
5011.0,71,218,22,75,22,1,0,96,27,6,5,24,0,39,1,2,2,3,23,4,1,1,56,RIS_0
5012.0,75,127,5,30,17,0,0,100,-7,7,8,17,4,24,1,3,3,14,56,4,1,1,86,RIS_1
5013.0,75,154,6,72,28,0,0,100,-7,7,8,29,2,66,20,0,0,1,64,2,4,0,75,RIS_1
5014.0,63,285,12,57,17,1,1,82,21,6,6,23,0,35,0,4,4,67,87,5,4,2,82,RIS_0
5015.0,60,47,12,31,2,0,0,33,5,4,6,3,0,33,0,0,0,72,-8,1,-8,0,100,RIS_0
5016.0,72,224,23,91,23,1,0,96,49,6,5,24,0,29,0,0,0,48,60,3,2,0,56,RIS_1
5017.0,87,328,5,121,6,0,0,86,43,6,6,7,2,14,18,0,0,0,-8,0,-8,0,0,RIS_0
5018.0,62,233,7,72,8,1,0,78,47,6,5,9,2,44,0,0,0,95,85,3,2,3,100,RIS_0
5019.0,69,403,1,95,16,0,0,76,50,6,6,51,3,29,0,2,2,34,-8,5,1,2,64,RIS_1
5020.0,87,195,12,115,18,0,0,100,-7,7,8,18,0,50,0,0,0,21,17,3,2,0,63,RIS_0
5021.0,57,41,12,29,7,0,0,57,12,6,6,7,0,43,0,0,0,93,62,3,2,1,83,RIS_0
5022.0,69,66,8,38,15,1,1,94,21,6,2,16,2,63,0,1,1,38,58,1,5,0,86,RIS_0
5023.0,83,222,13,107,17,0,0,94,66,6,6,17,0,35,0,1,1,0,-8,1,1,0,25,RIS_1
5024.0,64,175,4,63,27,0,0,100,-7,7,8,27,5,30,0,0,0,63,86,10,3,4,81,RIS_0
5025.0,91,230,12,135,18,0,0,100,-7,7,8,32,0,16,12,0,0,10,-8,1,-8,0,25,RIS_1
5026.0,56,24,1,10,4,1,1,100,-7,6,8,5,3,20,0,20,20,93,-8,2,1,1,75,RIS_0
5027.0,81,17,12,39,12,0,0,100,-7,7,8,2,0,15,14,0,0,4,83,4,2,0,67,RIS_1
5028.0,85,-8,3,70,23,0,0,100,-7,7,8,0,1,35,0,3,3,6,-8,2,1,0,50,RIS_1
5029.0,77,207,4,87,18,0,0,89,64,6,6,19,2,39,9,0,0,12,94,4,2,0,75,RIS_1
5030.0,85,363,72,147,21,0,0,100,-7,7,8,23,0,10,-8,0,0,31,-8,2,1,0,60,RIS_1
5031.0,68,514,14,104,14,0,0,94,10,4,6,16,0,50,0,0,0,42,-8,4,-8,0,80,RIS_0
5032.0,56,34,4,15,9,0,0,100,-7,7,8,9,3,67,-7,2,2,100,78,2,5,2,100,RIS_0
5033.0,71,308,10,113,32,1,1,100,-7,6,8,32,1,34,0,1,1,23,-8,5,5,2,59,RIS_1
5034.0,78,294,3,71,28,0,0,100,-7,7,8,28,3,29,2,2,2,51,6,6,2,2,73,RIS_1
5035.0,81,158,7,78,14,0,0,100,-7,7,8,15,2,21,7,0,0,15,83,2,3,0,63,RIS_1
5036.0,71,132,2,53,10,1,0,85,23,6,5,13,2,46,0,1,1,36,85,4,2,1,100,RIS_0
5037.0,69,167,12,60,9,3,3,90,31,6,2,10,0,20,0,0,0,84,18,2,1,2,60,RIS_0
5038.0,80,306,3,79,16,0,0,100,-7,7,8,19,3,13,9,0,0,19,-8,4,1,2,50,RIS_0
5039.0,83,108,17,69,8,0,0,100,-7,7,8,8,0,63,4,1,1,21,72,1,1,0,67,RIS_0
5040.0,79,202,2,59,24,0,0,100,-7,7,8,25,4,48,-8,0,0,8,52,2,3,0,46,RIS_1
5041.0,74,352,23,129,15,0,0,100,-7,7,8,15,0,33,0,0,0,71,74,6,2,4,73,RIS_0
5042.0,65,116,1,58,24,1,1,100,-7,7,8,38,6,59,0,7,7,35,78,3,7,2,71,RIS_1
5043.0,61,388,8,80,11,0,0,82,21,6,6,11,2,36,0,1,1,71,-8,4,1,3,63,RIS_0
5044.0,72,164,2,67,38,0,0,100,-7,7,8,42,8,19,-7,1,1,55,-8,7,-8,3,67,RIS_0
5045.0,87,378,17,116,17,0,0,100,-7,7,8,17,0,6,0,1,1,14,-8,6,-8,0,60,RIS_1
5046.0,61,289,32,109,31,0,0,97,12,6,6,12,0,35,8,0,0,86,74,12,3,8,100,RIS_0
5047.0,79,116,8,67,46,0,0,100,-7,7,8,51,2,25,0,0,0,4,28,6,2,1,45,RIS_0
5048.0,60,115,4,48,18,1,0,89,1,3,5,19,4,58,-7,4,4,44,81,4,3,1,88,RIS_0
5049.0,78,98,12,40,10,0,0,90,35,6,6,10,0,10,0,3,2,0,-8,0,-8,0,0,RIS_1
5050.0,63,316,21,99,13,0,0,69,0,4,6,16,0,56,10,0,0,26,-8,2,1,1,75,RIS_0
5051.0,86,272,7,150,17,1,0,94,81,6,5,18,1,11,6,0,0,7,-8,4,1,0,42,RIS_0
5052.0,64,231,2,62,28,1,1,97,22,6,2,30,2,23,1,2,2,63,55,9,1,4,56,RIS_1
5053.0,56,175,2,71,22,2,1,96,3,3,5,24,3,42,0,2,2,70,70,4,6,2,69,RIS_0
5054.0,72,131,9,69,28,2,0,92,23,6,5,38,2,47,0,2,2,18,66,2,5,-8,88,RIS_0
5055.0,65,247,1,67,18,1,0,95,51,6,5,16,3,55,-7,0,0,65,85,6,3,2,100,RIS_0
5056.0,85,125,6,59,19,0,0,100,-7,7,8,21,2,5,0,0,0,0,-8,2,1,0,23,RIS_1
5057.0,60,-8,0,62,30,1,1,94,21,6,3,0,4,22,4,2,2,67,98,12,2,4,76,RIS_0
5058.0,64,90,3,44,31,0,0,100,-7,7,8,34,1,38,6,1,1,50,87,9,4,5,93,RIS_0
5059.0,72,196,4,98,31,0,0,94,12,6,6,32,3,34,-7,7,6,24,60,7,1,0,73,RIS_0
5060.0,60,137,4,76,28,2,1,90,1,0,2,30,1,20,0,4,3,54,100,4,2,1,55,RIS_1
5061.0,80,161,8,81,18,0,0,94,44,6,6,28,1,33,-7,5,4,7,-8,3,1,0,100,RIS_1
5062.0,74,39,3,16,6,0,0,100,-7,7,8,6,3,33,0,2,2,23,99,2,2,0,80,RIS_0
5063.0,74,195,6,103,22,1,1,96,34,6,4,23,2,22,-8,1,0,43,-8,5,-8,2,75,RIS_0
5064.0,81,204,8,85,40,0,0,100,-7,7,8,43,1,35,0,3,3,9,85,5,2,0,54,RIS_0
5065.0,87,340,1,137,9,0,0,100,-7,7,8,2,1,10,-7,0,0,18,-8,3,-8,0,75,RIS_1
5066.0,81,125,29,79,10,0,0,100,-7,7,8,10,0,30,-8,0,0,25,-8,3,1,1,80,RIS_1
5067.0,83,165,3,74,26,0,0,100,-7,7,8,28,1,29,0,0,0,9,87,4,3,0,54,RIS_1
5068.0,79,224,2,83,15,1,0,83,12,6,5,18,1,11,-7,0,0,0,-8,1,1,0,25,RIS_1
5069.0,85,-8,16,99,18,0,0,100,-7,7,8,0,0,0,1,1,1,18,-8,4,-8,0,67,RIS_1
5070.0,66,135,1,68,24,0,0,67,10,4,6,27,2,19,0,1,1,16,-8,5,2,0,44,RIS_0
5071.0,55,80,20,43,3,2,2,50,38,6,2,5,0,100,0,0,0,-8,68,-8,2,-8,100,RIS_0
5072.0,91,132,36,143,13,0,0,100,-7,7,8,2,0,8,21,0,0,9,-8,2,-8,0,22,RIS_1
5073.0,70,200,6,95,23,0,0,96,14,6,6,24,1,58,0,3,3,34,75,5,4,0,82,RIS_1
5074.0,59,321,9,140,26,1,1,83,11,4,6,29,1,34,0,4,4,78,83,10,2,5,100,RIS_0
5075.0,62,282,13,99,24,4,3,70,18,6,3,31,0,26,0,0,0,29,-8,4,1,1,45,RIS_0
5076.0,91,494,6,173,15,0,0,100,-7,7,8,15,1,0,0,0,0,1,-8,2,-8,0,29,RIS_0
5077.0,89,231,19,93,22,0,0,100,-7,7,8,22,0,23,0,0,0,2,73,1,3,0,27,RIS_1
5078.0,67,65,1,16,9,0,0,100,-7,7,8,10,6,60,0,0,0,55,75,4,4,1,100,RIS_0
5079.0,80,215,3,85,18,0,0,100,-7,7,8,11,2,50,2,1,1,28,96,3,2,0,63,RIS_1
5080.0,77,276,41,145,19,0,0,100,-7,7,8,19,0,21,-7,1,1,59,36,6,2,1,62,RIS_0
5081.0,85,267,18,72,8,0,0,100,-7,7,8,8,0,25,17,0,0,17,62,2,1,0,75,RIS_1
5082.0,65,97,2,50,26,2,1,86,4,3,5,28,2,61,-7,1,1,2,47,1,6,0,78,RIS_0
5083.0,64,139,22,109,3,2,1,80,7,3,5,5,0,60,0,2,2,-8,-8,-8,1,-8,100,RIS_0
5084.0,61,59,4,17,9,0,0,100,-7,7,8,9,4,22,0,8,8,89,90,3,2,2,100,RIS_0
5085.0,66,182,5,69,20,0,0,100,-7,7,8,20,2,25,3,1,1,55,96,8,2,3,91,RIS_1
5086.0,61,165,2,65,24,0,0,93,24,6,6,27,6,26,-7,3,3,68,99,14,3,3,85,RIS_1
5087.0,84,127,16,72,8,0,0,100,-7,7,8,8,0,75,6,0,0,13,52,1,4,0,100,RIS_1
5088.0,58,67,2,28,14,0,0,100,-7,7,8,15,3,7,1,2,2,69,-8,9,1,2,83,RIS_0
5089.0,63,143,2,40,6,1,1,100,-7,6,8,18,3,43,0,1,1,68,78,2,3,0,83,RIS_0
5090.0,84,199,5,89,18,0,0,94,48,6,6,18,1,17,5,1,1,8,-8,2,1,0,30,RIS_1
5091.0,62,141,3,42,12,1,1,92,48,6,6,13,4,54,2,4,4,54,87,5,3,1,100,RIS_0
5092.0,64,298,2,60,28,0,0,90,3,4,6,29,2,45,0,0,0,31,85,6,3,1,69,RIS_1
5093.0,62,172,4,71,29,0,0,86,2,4,6,29,2,28,-7,1,1,32,50,2,4,2,50,RIS_0
5094.0,44,90,13,51,9,5,4,47,3,0,2,16,0,38,0,3,1,82,81,4,3,1,88,RIS_0
5095.0,73,263,5,102,37,0,0,100,-7,7,8,57,1,42,0,4,4,11,19,4,4,0,67,RIS_1
5096.0,63,259,15,94,16,0,0,81,1,4,6,32,0,44,1,2,2,62,50,4,2,2,86,RIS_0
5097.0,78,136,1,72,21,1,0,93,63,6,5,28,4,36,1,3,3,0,73,0,4,0,80,RIS_1
5098.0,64,98,4,49,10,0,0,90,45,6,6,10,4,30,0,1,1,83,-8,4,1,3,63,RIS_1
5099.0,62,255,70,152,14,0,0,50,4,4,6,16,0,19,-7,3,2,84,-8,11,1,7,100,RIS_1
5100.0,63,78,1,35,5,0,0,83,4,4,6,6,1,67,0,2,1,-8,82,1,2,1,100,RIS_0
5101.0,57,81,6,41,22,0,0,95,12,5,6,22,3,59,-7,1,1,100,61,7,6,5,93,RIS_0
5102.0,65,305,4,74,18,6,6,60,12,6,2,25,2,48,0,1,1,8,98,1,2,0,60,RIS_0
5103.0,86,442,2,106,20,0,0,100,-7,7,8,21,1,33,0,0,0,5,47,2,1,1,43,RIS_1
5104.0,77,324,7,85,26,0,0,100,-7,7,8,26,3,38,0,0,0,16,65,4,4,0,59,RIS_0
5105.0,73,178,1,66,9,2,2,92,56,6,2,13,2,54,0,2,2,40,76,1,3,0,83,RIS_1
5106.0,66,208,9,68,18,1,1,94,33,6,6,18,2,39,0,2,2,0,5,1,3,-8,83,RIS_0
5107.0,82,161,7,77,58,0,0,98,-8,6,6,58,2,12,1,1,1,6,64,4,3,0,33,RIS_1
5108.0,78,341,3,94,34,0,0,100,-7,7,8,34,2,41,2,3,3,1,-8,3,2,1,38,RIS_1
5109.0,86,144,2,65,20,0,0,100,-7,7,8,21,1,24,2,5,5,4,84,1,2,0,30,RIS_1
5110.0,69,63,1,32,16,0,0,100,-7,6,7,17,3,41,-7,7,7,45,57,5,3,0,80,RIS_0
5111.0,84,330,5,68,21,0,0,100,-7,7,8,21,2,24,-7,0,0,4,29,2,3,1,33,RIS_1
5112.0,77,366,15,93,29,0,0,93,30,6,6,30,0,37,0,0,0,20,54,6,3,0,56,RIS_1
5113.0,40,166,3,100,12,11,7,48,1,0,2,23,1,17,3,5,5,72,-8,11,1,3,87,RIS_0
5114.0,65,202,10,84,28,11,11,87,41,6,6,30,2,33,0,0,0,28,26,3,2,0,38,RIS_1
5115.0,67,81,3,44,19,0,0,89,8,4,6,20,2,21,-7,0,0,36,-8,7,1,1,89,RIS_0
5116.0,50,54,4,19,16,0,0,94,4,4,6,17,7,29,0,0,0,89,42,4,2,3,75,RIS_0
5117.0,84,130,11,61,14,0,0,100,-7,7,8,14,2,43,0,1,1,0,61,2,2,0,67,RIS_0
5118.0,65,-8,7,19,27,0,0,100,-7,7,8,0,5,0,1,3,3,41,-8,4,-8,2,36,RIS_0
5119.0,67,344,4,171,24,0,0,96,57,6,6,26,3,31,0,0,0,77,68,6,3,4,71,RIS_1
5120.0,68,213,4,52,15,0,0,100,-7,7,8,15,2,20,0,3,3,77,-8,9,1,3,91,RIS_1
5121.0,63,96,13,72,24,0,0,92,10,4,6,24,0,25,0,4,4,58,69,7,2,1,82,RIS_0
5122.0,76,268,1,78,23,0,0,100,-7,7,8,35,6,28,0,2,2,13,53,4,2,0,43,RIS_1
5123.0,88,272,29,137,5,0,0,100,-7,7,8,5,0,20,-7,1,1,3,-8,1,-8,0,33,RIS_0
5124.0,75,281,20,91,19,0,0,95,27,6,6,12,0,16,-7,3,3,22,81,5,1,0,60,RIS_1
5125.0,76,102,24,46,7,0,0,100,-7,7,8,7,0,100,23,0,0,-8,24,-8,3,-8,100,RIS_1
5126.0,65,109,1,54,35,0,0,97,3,4,6,34,2,42,-7,2,2,6,74,2,2,1,44,RIS_0
5127.0,68,161,8,50,4,0,0,100,-7,7,8,4,1,0,0,0,0,87,-8,4,-8,3,100,RIS_0
5128.0,72,131,7,57,24,0,0,100,-7,7,8,24,2,25,0,0,0,28,42,6,2,2,50,RIS_1
5129.0,60,199,9,40,14,3,2,94,65,0,5,16,3,44,8,0,0,103,-8,4,2,3,100,RIS_0
5130.0,65,53,4,27,16,0,0,100,-7,7,8,16,5,44,0,2,2,73,79,5,4,2,100,RIS_0
5131.0,61,158,20,71,21,0,0,95,47,6,6,21,0,29,0,1,1,95,-8,7,2,4,100,RIS_1
5132.0,54,112,3,54,16,1,0,72,4,3,5,19,2,47,5,0,0,54,49,2,2,1,67,RIS_0
5133.0,90,69,65,189,11,0,0,100,-7,7,8,7,0,18,-8,0,0,0,-8,2,1,0,60,RIS_0
5134.0,61,121,2,41,39,0,0,98,37,6,6,41,6,41,2,4,4,38,96,7,2,1,47,RIS_1
5135.0,82,364,26,126,26,0,0,96,53,6,6,27,0,15,-8,1,0,15,75,7,3,1,63,RIS_1
5136.0,59,404,4,113,25,1,1,83,3,4,2,29,2,28,4,1,1,2,67,5,2,0,44,RIS_0
5137.0,80,114,3,49,21,0,0,100,-7,7,8,21,3,33,0,3,3,3,50,3,4,0,44,RIS_0
5138.0,86,296,7,112,20,0,0,100,-7,7,8,22,1,41,0,0,0,17,96,2,1,0,33,RIS_0
5139.0,67,213,1,56,53,1,0,98,42,6,5,59,11,18,2,2,2,22,89,7,5,1,52,RIS_0
5140.0,56,197,6,115,16,4,3,74,4,4,2,19,3,32,-7,5,5,12,70,1,2,0,75,RIS_0
5141.0,73,197,5,79,40,0,0,100,-7,7,8,6,2,25,-7,3,3,31,70,2,6,1,38,RIS_1
5142.0,77,222,4,102,39,0,0,100,-7,7,8,39,1,26,1,1,1,30,73,16,3,1,87,RIS_0
5143.0,68,207,2,86,30,0,0,94,2,4,6,57,3,16,-7,2,2,19,51,3,2,0,36,RIS_0
5144.0,73,85,6,38,10,0,0,100,-7,7,8,10,2,50,0,1,1,81,-8,1,1,0,50,RIS_0
5145.0,84,149,6,72,26,0,0,100,-7,7,8,27,1,44,-8,0,0,0,57,1,3,0,80,RIS_0
5146.0,69,208,5,61,48,1,1,98,36,6,3,53,6,26,0,3,3,78,93,8,4,3,75,RIS_0
5147.0,74,89,5,44,24,0,0,100,-7,7,8,24,2,33,7,0,0,26,84,5,3,1,62,RIS_1
5148.0,88,132,32,82,7,0,0,100,-7,7,8,7,0,29,-8,0,0,1,59,1,2,0,60,RIS_1
5149.0,63,163,3,25,24,0,0,100,-7,7,8,31,5,59,-7,1,1,101,90,6,6,4,100,RIS_0
